repo,issue_link,issue_id,post,question,answer
qgis/QGIS,https://github.com/qgis/QGIS/issues/32135,qgis_QGIS_issues_32135,"Unable to Install Plugins - No Python Support Detected

Hello, I am getting back on QGIS after a few years of not using it at my previous job. In order to continue using QGIS, I downloaded QGIS 3.8 for Mac OS X a few days ago. However, I am having issues utilizing basic functions of QGIS with the new version. I looked up my plugins window, but was only greeted with eight available plugins in the entire repository. When I opened up my plugins window to find out how I could install new plugins, I was greeted with this message: <img width=""875"" alt=""Screen Shot 2019-10-06 at 6 39 08 PM"" src=""https://user-images.githubusercontent.com/25887056/66277181-befceb80-e868-11e9-9f66-26cfb78368a1.png""> Adding to that, I looked on my Plugins menu from my options at the top of the screen and it does not give me a Python console. This is confusing because I have Python 3.7 installed on my computer. How do I fix this problem?","Which QGIS mac installer did you use? It's highly recommended that you use the ""all-in-one"" signed installers, which don't require any messing around with system python libraries.","If I remember correctly, it was the all in one version, for QGIS 3.8. I never had QGIS 3.4, so I don't know if that caused a problem. Should I try reinstalling with the all-in-one installer?"
qgis/QGIS,https://github.com/qgis/QGIS/issues/32444,qgis_QGIS_issues_32444,"QGIS toggles two layers to editing instead of just the one that is selected

What: When clicking on the pencil icon to turn editing fro a layer on or off, the selected layer is toggled but a second layer is toggled as well Expected: Only the selected layer gets its edit mode toggled How to reproduce: 1. Open project with PostGIS layers in it 2. Select 1 layer in the ""Layers"" panel 3. Click on the pencil icon 4. Selected layer and another layer are both toggled The PostGIS tables for the layers are named ""Balance of Power"".""timeline-countries"" and ""Balance of Power"".""timeline_level1"". The second one is a new table/layer with no data in. QGIS info from the Help→about dialog: column |column |column |column | -- | -- | -- | -- QGIS version | 3.8.3-Zanzibar | QGIS code revision | 0b21735e28 Compiled against Qt | 5.12.2 | Running against Qt | 5.12.2 Compiled against GDAL/OGR | 2.4.0 | Running against GDAL/OGR | 2.4.0 Compiled against GEOS | 3.7.1-CAPI-1.11.1 | Running against GEOS | 3.7.1-CAPI-1.11.1 27a5e771 PostgreSQL Client Version | 11.5 (Ubuntu 11.5-0ubuntu0.19.04.1) | SpatiaLite Version | 4.3.0a QWT Version | 6.1.4 | QScintilla2 Version | 2.10.4 Compiled against PROJ | 5.2.0 | Running against PROJ | Rel. 5.2.0, September 15th, 2018 This copy of QGIS writes debugging output. OS Version | Ubuntu 19.04 | | Toggling on produces the following lines on the console: ",does it happen if you load such layers in a new project? does it happen if you open the project with a new qgis profile (no 3rd party plugins installed)?,"It did in 3.8, but seems not to in 3.10."
qgis/QGIS,https://github.com/qgis/QGIS/issues/34933,qgis_QGIS_issues_34933,"QGIS does not reproject properly

QGIS 3.13 With data entered in 4326, when I change the projection to 3573 to prepare for a print manager layout and export SVG, some lines are not drawn as expected. It's not uncommon with long lines made up of only two widely separated points that look fine in a 4326/Mercator type projection to do this on projections that would show curves in the lines of latitude and longitude. The lines on my layers, however, are made up of multiple points and the intermediate one are not getting placed properly. 4326 ![image](https://user-images.githubusercontent.com/8172909/76166778-7effa480-6137-11ea-9501-159c6d1d78be.png) 3573 ![image](https://user-images.githubusercontent.com/8172909/76166634-604cde00-6136-11ea-9f08-0c844c40c29a.png) Oddly, when I make the layer active, toggle edit mode to on, and then select the wrongly drawn lines, they get redrawn correctly. Ocasionally, but not always, they will redraw correctly after moving the canvas in edit mode, but not always. Selecting first guarantees the correct redraw. ![image](https://user-images.githubusercontent.com/8172909/76166646-7ce91600-6136-11ea-8f91-3419af277790.png) They stay redrawn correctly even after deselecting and moving the canvas around, zooming,, as long as I do not toggle edit mode off. ![image](https://user-images.githubusercontent.com/8172909/76166694-d9e4cc00-6136-11ea-93e7-cc5e8140431a.png) The revert to the badly drawn lines immediately after toggling off edit mode. ![image](https://user-images.githubusercontent.com/8172909/76166711-03055c80-6137-11ea-808d-7fef1aa9a4ef.png) Note that the solid line at the bottom, which is in a different layer, also suffers froim this same problem QGIS version | 3.13.0-Master | QGIS code revision | 13337b20cd -- | -- | -- | -- Compiled against Qt | 5.12.2 | Running against Qt | 5.12.2 Compiled against GDAL/OGR | 2.4.0 | Running against GDAL/OGR | 2.4.0 Compiled against GEOS | 3.7.1-CAPI-1.11.1 | Running against GEOS | 3.7.1-CAPI-1.11.1 27a5e771 Compiled against SQLite | 3.27.2 | Running against SQLite | 3.27.2 PostgreSQL Client Version | 11.5 (Ubuntu 11.5-0ubuntu0.19.04.1) | SpatiaLite Version | 4.3.0a QWT Version | 6.1.4 | QScintilla2 Version | 2.10.4 Compiled against PROJ | 5.2.0 | Running against PROJ | Rel. 5.2.0, September 15th, 2018 OS Version | Ubuntu 19.04 | This copy of QGIS writes debugging output. Active python plugins | ClipMultipleLayers; postgisQueryBuilder; arrayplus; quick_map_services; qgis_hats; BoundingBox; Qgis2threejs; splitmultipart; postgis_geoprocessing; clipper; timemanager; db-style-manager; qgis2web; MetaSearch; db_manager; processing The layer used for the example screencaps: Name | timeline_level2_borders -- | -- Source | dbname='Alternate History' host=pg1.db.cory.albrecht.name port=5432 sslmode=require authcfg=y3j5ksn key='id' srid=4326 type=MultiLineString checkPrimaryKeyUnicity='1' table=""Balance of Power"".""timeline_level2_borders"" (geom) sql=""start_date"" = '1886/12/31' Storage | PostgreSQL database with PostGIS extension Comment | Encoding | Geometry | Line (MultiLineString) CRS | EPSG:4326 - WGS 84 - Geographic Extent | -135.4769919305130088,49.0000000000000000 : -100.0000000000000000,62.0000000000000000 Unit | degrees Feature count | 10 The two feature lines used as example for selecting [out.geojson.gz](https://github.com/qgis/QGIS/files/4303511/out.geojson.gz)",Could be because of GDAL 2.4 / PROJ 5.2.0? The lines you attached seem to display fine on 8addbde0a5 with GDAL 3.0.4 and PROJ 6.3.1,"@nirvn Yes, it has worked before. I reproject to something that will have have curved lines before I output to SVG to continue working on the artistic portion map. Just not with these new layers. as you can see, the graticules for longitude and latitude still worked OK."
qgis/QGIS,https://github.com/qgis/QGIS/issues/32239,qgis_QGIS_issues_32239,"QGIS crashes on Save As

Trying to save the project using Save As. System freezes immediately. This also happens with release 3.8. ## User Feedback Trying to save the project using Save As. System freezes immediately. This also happens with release 3.8. ## Report Details *Crash ID*: 2b5b8847e4fda81698b56c97b7805166938c74fd *Stack Trace* <pre> RtlpFreeHeapInternal : RtlFreeHeap : free : DllUnregisterServer : DllUnregisterServer : CServerContextActivator::CreateInstance actvator.cxx:877 ActivationPropertiesIn::DelegateCreateInstance actprops.cxx:1970 CApartmentActivator::CreateInstance actvator.cxx:2185 CProcessActivator::CCICallback actvator.cxx:1636 CProcessActivator::AttemptActivation actvator.cxx:1523 CProcessActivator::ActivateByContext actvator.cxx:1367 CProcessActivator::CreateInstance actvator.cxx:1267 ActivationPropertiesIn::DelegateCreateInstance actprops.cxx:1970 CClientContextActivator::CreateInstance actvator.cxx:566 ActivationPropertiesIn::DelegateCreateInstance actprops.cxx:1970 ICoCreateInstanceEx objact.cxx:2039 CComActivator::DoCreateInstance immact.hxx:386 CoCreateInstance actapi.cxx:121 _SHCoCreateInstance : DCA_SHExtCoCreateInstance : CreateAndCacheIconOverlay : CFSIconOverlayManager::GetOverlayIconInformation : CFSIconOverlayManager::LoadIconOverlayIdentifiers : CFSIconOverlayManager::_s_LoadIconOverlayIdentifiers : CFSIconOverlayManager::LoadNonloadedOverlayIdentifiers : EnableExternalOverlayIdentifiers : CFSIconOverlayManager::RefreshOverlayImages : GetIconOverlayManagerImpl : CFSFolder::_GetOverlayInfo : CRegFolder::_GetOverlayInfo : CRegFolder::GetOverlayIndex : CAutoDestItemsFolder::GetOverlayIndex : CRegFolder::_GetOverlayInfo : CRegFolder::GetOverlayIndex : CNscOverlayTask::_Extract : CNscOverlayTask::InternalResumeRT : CRunnableTask::Run : CShellTask::TT_Run : CShellTaskThread::ThreadProc : CShellTaskThread::s_ThreadProc : ExecuteWorkItemThreadProc : RtlpTpWorkCallback : TppWorkerThread : BaseThreadInitThunk : RtlUserThreadStart : </pre> *QGIS Info* QGIS Version: 3.4.12-Madeira QGIS code revision: 625767347a Compiled against Qt: 5.11.2 Running against Qt: 5.11.2 Compiled against GDAL: 2.4.1 Running against GDAL: 2.4.1 *System Info* CPU Type: x86_64 Kernel Type: winnt Kernel Version: 10.0.18362","what folders have you removed? To be sure just use the QGIS ""new profile"" functionality, and try again.","Same issue. Qgis-ltr-bin.exe has stopped working. On Mon, 14 Oct. 2019, 20:54 Harrissou Sant-anna, <notifications@github.com> wrote:"
qgis/QGIS,https://github.com/qgis/QGIS/issues/32244,qgis_QGIS_issues_32244,"When downloading QGIS and starting program I am unable to access any features. I get an error message that readsAuthentication System: DISABLED. Resources authenticating via the system can not be accessed. I am new to this program and not a very technical person. Any help is appreciated as I need this program for a school project

<!-- Bug fixing and feature development is a community responsibility, and not the responsibility of the QGIS project alone. If this bug report or feature request is high-priority for you, we suggest engaging a QGIS developer or support organisation and financially sponsoring a fix Checklist before submitting - [ ] Search through existing issue reports and gis.stackexchange.com to check whether the issue already exists - [ ] Test with a [clean new user profile](https://docs.qgis.org/testing/en/docs/user_manual/introduction/qgis_configuration.html?highlight=profile#working-with-user-profiles). - [ ] Create a light and self-contained sample dataset and project file which demonstrates the issue If the issue concerns a **third party plugin**, then it **cannot** be fixed by the QGIS team. Please raise your issue in the dedicated bug tracker for that specific plugin (as listed in the plugin's description). --> **Describe the bug** <!-- A clear and concise description of what the bug is. --> **How to Reproduce** <!-- Steps, sample datasets and qgis project file to reproduce the behavior. Screencasts or screenshots welcome 1. Go to '...' 2. Click on '....' 3. Scroll down to '....' 4. See error --> **QGIS and OS versions** <!-- In the QGIS menu help/about, click in the dialog, Ctrl+A and then Ctrl+C. Finally paste here --> **Additional context** <!-- Add any other context about the problem here. -->",what macos version to you use? does the error on startup blocks the use of the program?,"HI, I am on Mac 10.14.6 Yes the error on the start up blocks the use of the program"
qgis/QGIS,https://github.com/qgis/QGIS/issues/32247,qgis_QGIS_issues_32247,"QGIS application installer is packaged with Nirsoft components

**Feature description.** <!-- A clear and concise description of what you want to happen. Ex. QGIS would rock even more if [...] --> I noticed that the QGIS application installer is packaged with Nirsoft components. Were you aware of this as my antivirus solution is detecting the installer as a PUP/PUA. As a feature request, can you package the QGIS application installer with a reputable source besides Nirsoft? This would be beneficial for users like myself who may have experienced a similar situation when their antivirus solution is detecting the executable as being possibly malicious. **Additional context** <!-- Add any other context or screenshots about the feature request here. Open source is community driven, please consider a way to support this work either by hiring developers, supporting the QGIS project, find someone to submit a pull request. If the change required is important, you should consider writing a [QGIS Enhancement Proposal](https://github.com/qgis/QGIS-Enhancement-Proposals/issues) (QEP) or hiring someone to, and announce your work on the lists. -->",What OS are you using? What installer are you using?,The OS I'm using is Windows. The installers are QGIS-OSGeo4W-2.14.5-1-Setup-x86_64.exe or OSGeo4W-3.4.12-1-Setup-x86_64.exe. Both of them are packaged with Nirsoft components.
qgis/QGIS,https://github.com/qgis/QGIS/issues/32293,qgis_QGIS_issues_32293,"Rule based styles limited to 31 rules

Hello, when styling vector features with rule based styles, there seems to be a limitation to 31 rules. When doing a 32th the content is not visible anymore. The (in my case) polygons dissappear. This bug seems to be active for 2.18.28 (but not older Versions of 2.8) and > 3.4. Qgis 3.2 and 3.3 seem to work normally. Sebastian",why close? Is it solved somehow?,"clicked the wrong button, sorry"
qgis/QGIS,https://github.com/qgis/QGIS/issues/32299,qgis_QGIS_issues_32299,"vectors not exporting

<!-- Bug fixing and feature development is a community responsibility, and not the responsibility of the QGIS project alone. If this bug report or feature request is high-priority for you, we suggest engaging a QGIS developer or support organisation and financially sponsoring a fix Checklist before submitting - [ ] Search through existing issue reports and gis.stackexchange.com to check whether the issue already exists - [ ] Test with a [clean new user profile](https://docs.qgis.org/testing/en/docs/user_manual/introduction/qgis_configuration.html?highlight=profile#working-with-user-profiles). - [ ] Create a light and self-contained sample dataset and project file which demonstrates the issue If the issue concerns a **third party plugin**, then it **cannot** be fixed by the QGIS team. Please raise your issue in the dedicated bug tracker for that specific plugin (as listed in the plugin's description). --> **Describe the bug** <!-- A clear and concise description of what the bug is. --> **How to Reproduce** <!-- Steps, sample datasets and qgis project file to reproduce the behavior. Screencasts or screenshots welcome 1. Go to '...' 2. Click on '....' 3. Scroll down to '....' 4. See error --> **QGIS and OS versions** <!-- In the QGIS menu help/about, click in the dialog, Ctrl+A and then Ctrl+C. Finally paste here --> **Additional context** <!-- Add any other context about the problem here. --> I have the latest QGIS 3.8.3 Zanzabar and I'm attempting to export a map as either an .svg and/or .pdf file so that I may further work with it in Adobe Illustrator. My problem is no matter what I do QGIS still exports my map as a raster image. I've watched every single online video I can find with regards to this specific task but I'm still unable to get a map in vector format. At this point I'm convinced it's a bug within the software. Additionally, when I try and open my exported .svg file in illustrator I get error message stating that This SVG is Invalid. Validate it before opening"". So what I end up doing is opening the .svg file in Inkscape and then re-saving. Illustrator is then able to open the saved .svg file (from Inkscape) with no problem. ![Illustrator_p2Hjhi1vrL](https://user-images.githubusercontent.com/56689806/67023582-b4b1db80-f10b-11e9-936a-ce96cb43fc14.png) ![Illustrator_DaFhYm36M9](https://user-images.githubusercontent.com/56689806/67023609-bd0a1680-f10b-11e9-84e9-07a193465560.png)",Do you have actual vector data loaded? The screenshots look like you have pre-rendered OpenStreetMap tiles. Those are raster data with no editing possibilities.,"Thanks for the prompt response Kannes. Apparently, I only have OpenStreetMap tiles loaded. In the past I've downloaded vector data from the OpenStreetMap website in .svg format (see below image) and I assumed exporting OSM vector data from QGIS would be a similar process. ![chrome_IODKFCBTT8](https://user-images.githubusercontent.com/56689806/67065587-8a960300-f177-11e9-9e14-91120c3f795b.png) I have background in desktop publishing and I'd like to be able to tweak my QGIS maps within Illustrator/Photoshop whenever possible. Within QGIS, is the vector data input by the user or is it downloaded/imported through one of the many plugins. Please advise. Your time and assistance is greatly appreciated."
qgis/QGIS,https://github.com/qgis/QGIS/issues/32335,qgis_QGIS_issues_32335,"qgis.exe can't start and crashed!

<!-- Bug fixing and feature development is a community responsibility, and not the responsibility of the QGIS project alone. If this bug report or feature request is high-priority for you, we suggest engaging a QGIS developer or support organisation and financially sponsoring a fix Checklist before submitting - [ ] Search through existing issue reports and gis.stackexchange.com to check whether the issue already exists - [ ] Test with a [clean new user profile](https://docs.qgis.org/testing/en/docs/user_manual/introduction/qgis_configuration.html?highlight=profile#working-with-user-profiles). - [ ] Create a light and self-contained sample dataset and project file which demonstrates the issue If the issue concerns a **third party plugin**, then it **cannot** be fixed by the QGIS team. Please raise your issue in the dedicated bug tracker for that specific plugin (as listed in the plugin's description). --> **Describe the bug** <!-- A clear and concise description of what the bug is. --> compile the QGIS library with: -VS2017 -osgeo4w-setup-x86_64 for 3rdparty -QT5.13.0x64 for vs2017 -X64 cmake with basic option，：gui core desktop.. **### qgis.exe crash ：** Application path not initialized Debug Assertion Failed! Program: ...ryCompile\QGIS\QGIS-final-3_4_12B\output\bin\Release\qgis.exe File: minkernel\crts\ucrt\src\appcrt\heap\debug_heap.cpp Line: 908 Expression: is_block_type_valid(header->_block_use) For information on how your program can cause an assertion failure, see the Visual C++ documentation on asserts. (Press Retry to debug the application) Crash ID: 599bbf09eb9a825c352c2af1a3661d868930890a Stack Trace strnicoll_l : strnicoll_l : strnicoll_l : strnlen : _p__commode : _p__commode : _p__commode : _p__commode : _p__commode : _p__commode : _stdio_common_vsnprintf_s : VCrtDbgReportW : VCrtDbgReportW : VCrtDbgReportA : CrtDbgReport : calloc_base : free_dbg : free : QLockFile::error : QLockFile::error : QLockFile::error : main : BaseThreadInitThunk : RtlUserThreadStart QGIS Info QGIS Version: 3.4.12-Madeira QGIS code branch: Release 3.4 Compiled against Qt: 5.13.0 Running against Qt: 5.13.0 Compiled against GDAL: 2.4.1 Running against GDAL: 2.4.1 System Info CPU Type: x86_64 Kernel Type: winnt Kernel Version: 10.0.18362 **How to Reproduce** <!-- Steps, sample datasets and qgis project file to reproduce the behavior. Screencasts or screenshots welcome 1. Go to '...' 2. Click on '....' 3. Scroll down to '....' 4. See error --> **QGIS and OS versions** <!-- In the QGIS menu help/about, click in the dialog, Ctrl+A and then Ctrl+C. Finally paste here --> I try QGIS3_4_0 QGIS3_4_12 QGIS3_8_2 QGIS ltr-3_4 ,the same error! Win10 X64 <!-- Add any other context about the problem here. -->",Did your roll you own Qt? Qt in OSGeo4W is for VS2015 and won't work with VS2017.,yes，I install myself with qt5.13.0!
qgis/QGIS,https://github.com/qgis/QGIS/issues/32347,qgis_QGIS_issues_32347,"More null pointer dereferences when plugins are off

I run cppcheck against sources and found two more null pointer dereferences identical to issue #32338 src/server/services/wcs/qgswcsdescribecoverage.cpp:62:21: error:inconclusive: Null pointer dereference: describeDocument [nullPointer] response.write( describeDocument->toByteArray() ); src/server/services/wms/qgswmsgetcontext.cpp:84:21: error:inconclusive: Null pointer dereference: contextDocument [nullPointer] response.write( contextDocument->toByteArray() ); ",Can you make a PR? That's what professional bug Hunters do ;),"Actually looking closely, theres yet two more... Sorry elpaso, I've never done PR's, I don't really have time to learn right now and this is the rare times I contribute on github. :) "
qgis/QGIS,https://github.com/qgis/QGIS/issues/32350,qgis_QGIS_issues_32350,"QGIS crashed after adding new field with old field name

h2. User Feedback h2. Report Details *Crash ID*: 2e3bc8b4b3e4cb07dc2a89b62cec8cfd37e5942b *Stack Trace* <pre> QgsField::type : QgsFields::iconForField : QgsSourceFieldsProperties::setRow : QgsSourceFieldsProperties::attributeAdded : QMetaObject::activate : QgsVectorLayer::attributeAdded : QMetaObject::activate : QgsVectorLayerEditBuffer::attributeAdded : QUndoStack::push : QgsVectorLayerEditBuffer::addAttribute : QgsSourceFieldsProperties::addAttribute : QgsSourceFieldsProperties::addAttributeClicked : QMetaObject::activate : QAbstractButton::clicked : QAbstractButton::click : QAbstractButton::mouseReleaseEvent : QToolButton::mouseReleaseEvent : QWidget::event : QApplicationPrivate::notify_helper : QApplication::notify : QgsApplication::notify : QCoreApplication::notifyInternal2 : QApplicationPrivate::sendMouseEvent : QSizePolicy::QSizePolicy : QSizePolicy::QSizePolicy : QApplicationPrivate::notify_helper : QApplication::notify : QgsApplication::notify : QCoreApplication::notifyInternal2 : QGuiApplicationPrivate::processMouseEvent : QWindowSystemInterface::sendWindowSystemEvents : QEventDispatcherWin32::processEvents : TranslateMessageEx : TranslateMessage : QEventDispatcherWin32::processEvents : qt_plugin_query_metadata : QEventLoop::exec : QDialog::exec : QgisApp::showLayerProperties : QgisApp::qt_static_metacall : QMetaObject::activate : QAction::activate : QMenu::actionGeometry : QMenu::actionGeometry : QMenu::mouseReleaseEvent : QWidget::event : QMenu::event : QApplicationPrivate::notify_helper : QApplication::notify : QgsApplication::notify : QCoreApplication::notifyInternal2 : QApplicationPrivate::sendMouseEvent : QSizePolicy::QSizePolicy : QSizePolicy::QSizePolicy : QApplicationPrivate::notify_helper : QApplication::notify : QgsApplication::notify : QCoreApplication::notifyInternal2 : QGuiApplicationPrivate::processMouseEvent : QWindowSystemInterface::sendWindowSystem <!-- Bug fixing and feature development is a community responsibility, and not the responsibility of the QGIS project alone. If this bug report or feature request is high-priority for you, we suggest engaging a QGIS developer or support organisation and financially sponsoring a fix Checklist before submitting - [ ] Search through existing issue reports and gis.stackexchange.com to check whether the issue already exists - [ ] Test with a [clean new user profile](https://docs.qgis.org/testing/en/docs/user_manual/introduction/qgis_configuration.html?highlight=profile#working-with-user-profiles). - [ ] Create a light and self-contained sample dataset and project file which demonstrates the issue If the issue concerns a **third party plugin**, then it **cannot** be fixed by the QGIS team. Please raise your issue in the dedicated bug tracker for that specific plugin (as listed in the plugin's description). --> **Describe the bug** <!-- A clear and concise description of what the bug is. --> **How to Reproduce** <!-- Steps, sample datasets and qgis project file to reproduce the behavior. Screencasts or screenshots welcome 1. Go to layer properties 2. Click on Toggle Editing Mode 3. Change field name (was gid - changed to gid1) 4. add new field ""gid"" 5. Crash repeated 2x Events : QEventDispatcherWin32::processEvents : TranslateMessageEx : TranslateMessage : QEventDispatcherWin32::processEvents : qt_plugin_query_metadata : QEventLoop::exec : QMenu::exec : QgsLayerTreeView::contextMenuEvent : QWidget::event : QFrame::event : QAbstractItemView::viewportEvent : QCoreApplicationPrivate::sendThroughObjectEventFilters : QApplicationPrivate::notify_helper : QApplication::notify : QgsApplication::notify : QCoreApplication::notifyInternal2 : QSizePolicy::QSizePolicy : QSizePolicy::QSizePolicy : QApplicationPrivate::notify_helper : QApplication::notify : QgsApplication::notify : QCoreApplication::notifyInternal2 : QGuiApplicationPrivate::processMouseEvent : QWindowSystemInterface::sendWindowSystemEvents : QEventDispatcherWin32::processEvents : TranslateMessageEx : TranslateMessage : QEventDispatcherWin32::processEvents : qt_plugin_query_metadata : QEventLoop::exec : QCoreApplication::exec : main : BaseThreadInitThunk : RtlUserThreadStart : </pre> *QGIS Info* QGIS Version: 3.2.3-Bonn QGIS code revision: commit:9b176802e5 Compiled against Qt: 5.9.2 Running against Qt: 5.9.2 Compiled against GDAL: 2.2.4 Running against GDAL: 2.2.4 *System Info* CPU Type: x86_64 Kernel Type: winnt Kernel Version: 6.1.7601",Can you provide a sample dataset?,Apologies - first time bug poster! shapefile attached. managed to add the field in the format I wanted (was trying to get gid as a different field type to test something) [receptor_int_bfsubsetv2_sp.zip](https://github.com/qgis/QGIS/files/3759869/receptor_int_bfsubsetv2_sp.zip)
qgis/QGIS,https://github.com/qgis/QGIS/issues/32408,qgis_QGIS_issues_32408,"Some few code spelling errors in QGIS-final-3_10_0.tar.gz

As administrator of a FOSS server I have just added a new feature: Source code misspelling error checks for the supported software packages (using the command line program `codespell`). A first check for a really big project was just done as a trial for QGIS-final-3_10_0.tar.gz. The analysis report can be found here: https://fossies.org/linux/misc/QGIS-final-3_10_0.tar.gz/codespell.html A hint: Clicking on a red colored spelling error in the ""top"" list jumps to the first match in the sortable actual spelling error occurrence list. Clicking on a matching member file let you browse that file while jumping to the according red marked line (in some cases the matching line may lie in the neighborhood). I know it's not an important issue (especially since ""surprisingly"" few errors were found) so you may ignore it. But if you found wrong matches (false positives) please let me know it so that I can force a new improved check.",Does your function provide a way to fix the spelling? If so you could make a PR to fix those typos.,"That is a reasonable and meaningful question but the answer is unfortunately ""no"". I thought about such a function to create by using the `diff` command one or multiple patch files but the risk is too high that something is wrongly done. Maybe an option to let users (experts) select single spelling errors via a Web form for creating one or multiple patch files would be acceptable so that they could use it for a PR. But that isn't trivial and not yet available. By the way the used program [codespell](https://github.com/codespell-project/codespell) has such a - not yet tried by me - function (see for e.g. the options `--write-changes ` and `--interactive`)."
qgis/QGIS,https://github.com/qgis/QGIS/issues/32856,qgis_QGIS_issues_32856,"Labels disappear even if ""Allow truncted labels"" option is enabled

Something is broken in QGIS 3.10 labelling. Labels disappear if they don't fit into canvas. Even if ""Allow truncated labels"" option is enabled. In QGIS 3.4 everything is ok. This could be somehow related to #32825 QGIS 3.10 Win7 x64",Can't reproduce -- can you share a project demonstrating this?,Project [test.zip](https://github.com/qgis/QGIS/files/3849902/test.zip) Video https://yadi.sk/d/uDHYJnIObfYjYg
qgis/QGIS,https://github.com/qgis/QGIS/issues/33169,qgis_QGIS_issues_33169,"Wrong marker interval calculation in map units

I draw a line. I add a markers to a line with interval of 60 map units. I add a text do display $length of a line Length of a line is 211, so I expect to have 3 intervals and 4 markers, but I get 4 intervals and 5 markers. See attached picture ![123](https://user-images.githubusercontent.com/11345848/69903412-f0e28800-13a9-11ea-9ff0-858cddbf25f7.jpg) The line layer is in EPSG:4326. If I save the layer to EPSG:3395 (metric) and then take length($geometry) then it displays 280 which is more adequate. QGIS 3.4.13 QGIS 3.10.0",Can you please attach a sample project with sample data? thanks.,"Here it is. [temp.zip](https://github.com/qgis/QGIS/files/3907474/temp.zip) There is a line, which $length is 368 meters. Marker interval is set to 100 map units (meters). But the line contains 5 markers instead of 4"
qgis/QGIS,https://github.com/qgis/QGIS/issues/32468,qgis_QGIS_issues_32468,"Dashed lines surround the corners

**Feature description.** i have a usefull idea. please create a button to ""close"" the cornes by dashed lines. see the links below. https://downloads.psd-tutorials.de/Download/_userimages/Image/Stefan/workshops/Illustrator/Grundlagen/26_Breitenwerkzeug/12.gif https://www.illustrator-tutorials.de/2012/02/01/adobe-illustrator-grundlagen-breitenwerkzeug-konturen/",Can you describe (in English) exactly what this feature does?,"only that what you can see in the first link is what i would like to use in qgis. a dashed line around a polygon, that has never a gap at the corners. the second link is only where i had it from."
qgis/QGIS,https://github.com/qgis/QGIS/issues/32523,qgis_QGIS_issues_32523,"PostGIS Views not valid layers

<!-- Bug fixing and feature development is a community responsibility, and not the responsibility of the QGIS project alone. If this bug report or feature request is high-priority for you, we suggest engaging a QGIS developer or support organisation and financially sponsoring a fix Checklist before submitting - [ ] Search through existing issue reports and gis.stackexchange.com to check whether the issue already exists - [ ] Test with a [clean new user profile](https://docs.qgis.org/testing/en/docs/user_manual/introduction/qgis_configuration.html?highlight=profile#working-with-user-profiles). - [ ] Create a light and self-contained sample dataset and project file which demonstrates the issue If the issue concerns a **third party plugin**, then it **cannot** be fixed by the QGIS team. Please raise your issue in the dedicated bug tracker for that specific plugin (as listed in the plugin's description). --> **Describe the bug** When trying to add Views from a PostGIS database I get an error message that the layer is not valid. This was not a problem before 3.10. I also tried adding views from Spatialite and they work perfectly. Have not tried others. **How to Reproduce** 1. Go to PostGIS database in Layer Browser 2. Double-Click on any View in the database or drag view into map canvas 3. Error appears in red at the top of the canvas **QGIS and OS versions** Vers. 3.10 on Ubuntu <!-- In the QGIS menu help/about, click in the dialog, Ctrl+A and then Ctrl+C. Finally paste here --> **Additional context** <!-- Add any other context about the problem here. -->","Can you share your logs? You might have an error in it. I just tried, it works perfectly with 3.10.","Hi Etienne, Which logs are you referring to? I will gladly share them. On 30 Oct 2019, 18:22, at 18:22, ""Étienne Trimaille"" <notifications@github.com> wrote:"
qgis/QGIS,https://github.com/qgis/QGIS/issues/32558,qgis_QGIS_issues_32558,"QGIS 3.10 unable to load PostGIS-table on MacOS Catalina

I just updated to the QGIS 3.10 release under MacOS Catalina. In 3.8 I had no problem using PostGIS-data. When I now try to load the same PostGIS-layer in 3.10 it fails. When testing the connection, it tells me that the connection is openend successfully. When I try to access the data, QGIS hangs on 'load tables from ...'(displayed at the bottom of the window), but the PostGIS-connection window, where schemas and tables are displayed usually stays empty? Any ideas?",maybe related to https://github.com/qgis/QGIS/issues/32523 ?,"I've tried the different ways to open PostGIS-layer in QGIS: 1. As described above opening the PostGIS-layer via the data source manager is not possible (no schemas are displayed). 2. Trying to add a layer using the browser, I get at least the schemas list. But the layers do not show up. There is an error: couldn't retrieve layer. 3. Using the db manager the schemas are displayed and I'm able to open the layers as normal. PostgreSQL is 11.5 running on Ubuntu 11.5 PostGIS is 2.5.3"
