issue_id,issue_link,post,q1,a1,q2,a2,q3,a3,q4,a4,q5,a5,q6,a6,q7,a7,q8,a8,q9,a9,q10,a10
icsharpcode_ILSpy_issues_1314,https://github.com/icsharpcode/ILSpy/issues/1314,ILSpy version 4.0.0.4382-beta2 source code: decompiled code: as one could see - int/long/floag/double are not supported I guess 0 value could be left as is...,Maybe these attributes only exist on the reference assemblies?,V,Could you please provide the assembly again? Sorry for not getting to this sooner. Thank you very much!,V,Can you check if the problem is solved now?,,Could you please provide the assembly again for testing? Sorry for not getting to this sooner. Thank you very much!,V,"Could you possibly have disabled the feature in the options dialog? ![grafik](https://user-images.githubusercontent.com/344204/48515886-4eb93600-e862-11e8-8bc2-307fb27908b1.png) If it's not working, please provide an example binary + PDB. Thank you very much!",,How would you decide in which arrays to use constants vs. literals?,V,Cannot reproduce this... which version of ILSpy are you using?,V,Can you reproduce it with build 4302?,V,"Which ILSpy version did you use? Which C# compiler settings? (/debug, /optimize etc.)",V,"What exactly is missing in the decompiler type system, that makes it hard for you to update your plug-ins to version 4?",
Ultimaker_Cura_issues_1306,https://github.com/Ultimaker/Cura/issues/1306,"I'm using the Cura 2.4.0 beta AppImage, and setting the extruder temp to anything (e.g. 214 in this case), produces this: ~~~ M104 S219 M109 S219 ~~~ This happens consistently, Cura always outputs five degrees higher.",What do you mean by 'drop shadow in voxel'? Does this mean the greyscale color of the button will be different than that of the build platform squares?,,What do you mean? There already is a dropdown menu with multiple nozzle sizes.,,"What would be a better way to do this sort of thing, you think? Should it not have this +5 in the default? It does print better that way.",V,Do you have logs?,,What behaviour would you expect?,V,Would it be possible to post a screenshot? Also what Operating system are you using?,,"Why not installing Cura correctly from source or from prebuilt packages, like *.deb for Ubuntu or *.dmg for OSX??",V,"Do you have 5 different printers with different nozzle sizes? I can't imagine! I guess you want to edit the line width, not the nozzle size....",,Do you have Z hop Only Over Printed Parts enabled?,,Could you send us the logs?,
Graylog2_graylog2-server_issues_1150,https://github.com/Graylog2/graylog2-server/issues/1150,"I created a stream for counting connections. On this stream I defined an alarm with these conditions: ![alarm-condition](https://cloud.githubusercontent.com/assets/12424206/7605168/f4ee14c2-f94c-11e4-92cc-d3172fa268e6.png) At 04:15 in the night we get an mail alert on this stream. A short look in the UI show me this ![ui](https://cloud.githubusercontent.com/assets/12424206/7605195/317d6d3e-f94d-11e4-993c-81dd331ae3e9.png) The defined condition says, that an alarm has to fire when 60 minutes no more logs appeard in this stream. But in this example, there are 1 Minute with 0 connections. It is a misunderstand on my site, or is it a bug?","Would you be willing to check if the issue still appears on Graylog 1.1.0, once a beta version has been released?",V,Why do you want to hide the system menu completely?,,Would that help already?,,Which version of Graylog are you using? Could you provide a [pcap](https://en.wikipedia.org/wiki/Pcap) of the NetFlow packets (recorded with Wireshark or tcpdump) so that we can reproduce the issue?,V,Could you please elaborate on a use case for this?,V,can you say specifically what is wrong ? ex what field is incorrect display and how should it look? is the top image zipkin 2.6?,,Can you upload [1] the core dump to our S3 bucket for analysis? [1] https://github.com/scylladb/scylla/wiki/How-to-report-a-Scylla-problem#send-the-core-dump,,"Could you append your Graylog server log as well as the corresponding elasticsearch log at the time when an index is wrongly cycled, please?",V,Can you elaborate a bit why this check would be necessary? The resource in question is a stub for tests.,V,"Did you find any other warning or error messages in the Graylog server logs before those ""Couldn't load index range for index graylog2_*"" messages?",V
sebastianbergmann_phpunit_issues_2491,https://github.com/sebastianbergmann/phpunit/issues/2491,"Hello, can you force cache (or something else) in Packagist? I can't install latest tag via Composer :/ ![screen shot 2017-02-08 at 09 12 31](https://cloud.githubusercontent.com/assets/218562/22728565/ed80ecf4-edde-11e6-8e1e-211ae060c56c.png) Thanks",Can you retry to make sure?,,"Could you provide the source please? (Image, HTML, CSS)",,Can I consider this issue closed?,,Does the error still exist when you use PHPCS 3.x ?,V,Maybe @Seldaek can help?,,did it solve the problem?,,Does retrying happen to work? Jeff,,How did you setup your project? If you are using Pods then you would probably want to open the workspace instead of the project.,V,Can you provide a URL?,,What further marking do you mean?,
phpv8_v8js_issues_312,https://github.com/phpv8/v8js/issues/312,simple call to: $v8 = new V8Js(); takes 400-500ms on fresh install of PHP on Windows x64. Is this normal expected behavior? Details below: Windowx 10 x64 Builds from https://www.apachelounge.com/viewtopic.php?t=6359 (both 7.0 and 7.1 builds are slow). Test code: Output:,Can you build an older version using the exact same code to show the time differences? Also test different V8 versions as well.,V,Would it be possible to download the Canary app and let us know if the issue is resolved at your end?,,Can you try whether showing a dialog would work?,,Could you try this way?,,do you see the same deprecation notice with Ember CLI 2.6?,,could you check does your php support ctype?,V,Can you provide the command line and any input files?,,Could you provide the full npm output?,,Can you test your code with v4?,,"Will you try ""pip install gallery_get"" again?",
propelorm_Propel_issues_665,https://github.com/propelorm/Propel/issues/665,"I have seen with version 1.6.9, in generated lib/filter/base/XXXFilter.class.php on some lines calls to columns with consts such as: ...new Criteria(... SiteHasPostPeer::site_id ... where it has always been (and as it is defined on the PEER class): ...new Criteria(... SiteHasPostPeer::SITE_ID ... I think there is a mess over there with cases.","Does that make sense? Others may chime in here too, as I don't know the long term plans of that functionality. :)",V,Do you have a code snippet of what you're trying to do?,V,Can you show your file structure? And do you have your system directory outside of the document root?,,Do you have a particular use case in which the default behavior is not suitable?,V,could you provide a test which reproduces the issue (schema etc)?,V,Could you make a zip file with the site showing the problem? Also: version of nikola?,,Does this guide help you? https://www.refinerycms.com/guides/contributing-to-refinery,,"Could you check, that calling it from the browser works correctly? For example: '/api/entities?description.contains=something&collaborateur_id.equals=12 If yes, it must be a swagger issue.",,what version of Grav are you running? Just tested on the demo and it's fine: http://demo.getgrav.org/blog-skeleton/,,Did you set up the token _and_ user properly?,V
rust-lang_rust_issues_46133,https://github.com/rust-lang/rust/issues/46133,$ time cargo run --release parameters_strict.json core.json reflector.json > out.txt Finished release [optimized] target(s) in 0.0 secs Running `/home/omnipotententity/college/NRE4802/HW07/multigroup/target/release/multigroup parameters_strict.json core.json reflector.json` [2] 6562 segmentation fault cargo run --release parameters_strict.json core.json reflector.json > out.txt cargo run --release parameters_strict.json core.json reflector.json > out.txt 4948.06s user 60.50s system 188% cpu 44:22.04 total [multigroup.zip](https://github.com/rust-lang/rust/files/1488956/multigroup.zip),Maybe @barrykooij can include those in the [release script](https://gist.github.com/barrykooij/70a3bf52850b061e65cb) ?,,Can you run in gdb and post a backtrace?,V,Will you be able to test and let me know if it works?,,Maybe you can produce a backtrace?,V,How do you put data into redis? Backtrace of segfault.,V,Where do they come from?,,"What use case do you have for this? Unless you're talking about JSON payloads in HTTP bodies, non-key-value parameters don't really make sense...",,Could you provide a gdb stack trace as well?,V,Can you provide a small sample that reproduces the problem?,V,why not use 1.1.49.android?,
alecgorge_jsonapi_issues_49,https://github.com/alecgorge/jsonapi/issues/49,"I am running JSON API on a ubunut 10.10 machine, Craftbukkit 803. My config file is as follows: log-to-console= false log-to-file= false ip-whitelist=false salt=~~~~ port=20059 and it still outputs call logs to console output: 11:56:15 [INFO] [JSONAPI] [API Call] 127.0.0.1: method=[""system.getJavaMemoryTotal"",""system.getJavaMemoryUsage""]?args=[[],[]] 11:56:15 [INFO] [JSONAPI] [API Call] 127.0.0.1: method=[""getPlayerCount"",""getPlayerLimit"",""getPlayers""]?args=[[],[],[]] 11:56:19 [INFO] [JSONAPI] [API Call] 127.0.0.1: method=[""getPlayerCount"",""getPlayerLimit"",""getPlayers""]?args=[[],[],[]] 11:56:20 [INFO] [JSONAPI] [API Call] 127.0.0.1: method=[""getPlayerCount"",""getPlayerLimit"",""getPlayers""]?args=[[],[],[]] 11:56:22 [INFO] [JSONAPI] [API Call] 127.0.0.1: method=[""system.getJavaMemoryTotal"",""system.getJavaMemoryUsage""]?args=[[],[]]",How did you get to use post?,,How can I reproduce this?,V,What do you mean it crashes your app?,,Do you have ItemsFactory.getItems() in one of your controllers?,,What were you wanting to use it for?,,Maybe not a spigot server?,,How long is your audio file?,,"Did you remember to run the ""reload"" or ""reloadjsonapi"" command after saving the config file?",V,Can you provide example output from jsonapi demonstrating they're coming back as not vanished?,V,Do you have a use case for a call to this function? I don't think it's currently used in the OJS codebase so I might actually just remove it.,V
ansible_ansible_issues_5105,https://github.com/ansible/ansible/issues/5105,Running ansible/hacking/test-module generates error: ansible version 1.4,Would you like to submit the PR?,,Did this _ever_ work?,,How are you running it? It sounds like you need to source ./hacking/env-setup first if you haven't installed Ansible.,V,What OS are you running on the controller and windows machine? What locale is set? Do you have any language packs in place on the windows machine?,,can you output ansible --version?,V,What is the python version on the target system?,,Can you please explain how it would work? What sort of module are you thinking of? What kind of functionality are you looking for? Regards.,,what remote OS and ansible version?,V,What are your preferences?,,Where is group_vars in relation to the inventory file and/or the playbook file? those are the only 2 locations in which Ansible searches for group/host_vars directories.,V
prody_ProDy_issues_127,https://github.com/prody/ProDy/issues/127,After installation of Windows version in C:\Python27\Scripts\ folder only prody file appears which is not executable. NMWiz also isn't able to use this file.,"Will you try ""pip install gallery_get"" again?",,Can you be more specific about combining modes? Thanks.,V,Would you try this? https://dl.dropboxusercontent.com/u/2337351/Install_Enki.exe,,Why do you think pywinauto depends on SendKeys?,,How did you manage to install the font to ~/.fonts and /usr/share/fonts on windows?,,Can you explain how is NMWiz not able use that file? Is VMD asking you to specify the path to the file?,V,Could you please provide your code?,,Can you please retry it now?,,Why do you consider this undesired behaviour?,V,Maybe using other Unix tools or another shell?,V
gorakhargosh_watchdog_issues_384,https://github.com/gorakhargosh/watchdog/issues/384,from watchdog.observers import Observer from watchdog.events import PatternMatchingEventHandler there is no modules Observer and PatternMatchingEventHandler. I used pip install and also build it from source...,What's your setup? What output did the installations cause? From which directory relative to watchdog are you running this? What Python version? What is the exact error message python gives?,,Can you give an example? Martini supports regex routing.,,Could that be what's going on?,,Which version of Rascal is this? It's enough to know which update site url you used to install it.,,Did you try installing setuptools?,,Can you list any steps to reproduce this?,,How did you install Matplotlib? It appears to have not correctly picked up a required dependency.,,Who the hell moves constants around without updating the docs? Can someone confirm this change?,,What is your use case?,V,do you have more info on this?,
ionic-team_ionic_issues_7460,https://github.com/ionic-team/ionic/issues/7460,I dont Know why sometimes its works and sometimes its not working.. My Code: `<ion-navbar *navbar primary> <ion-title>Event's Details</ion-title> </ion-navbar> ` My System INFO: Your system information: Cordova CLI: 6.2.0 Ionic Framework Version: 2.0.0-beta.8 Ionic CLI Version: 2.0.0-beta.31 Ionic App Lib Version: 2.0.0-beta.17 ios-deploy version: Not installed ios-sim version: 5.0.8 OS: Mac OS X El Capitan Node Version: v4.4.5 Xcode version: Xcode 7.3 Build version 7D175,What version of IOS are you testing with? Thanks for using Ionic!,V,Would you be able to provide a plunker that demonstrates this issue? Thanks for using Ionic!,V,Would you mind sharing a code sample that i can use to reproduce this issue? Thanks!,V,"Would you mind giving a little more info about exactly what does not work? Also, would you mind posting a repo that i can use to reproduce this issue?",V,Where did you get that link from?,,Would you mind using our new ion-datetime component instead? This should give you a better experience. Here are the docs for that component: http://ionicframework.com/docs/v2/api/components/datetime/DateTime/,V,Would you be able to provide a plunker that demonstrates this issue? Thanks for using Ionic!,V,What exactly is the issue? I tried that demo and it worked fine for me.,,Would you mind explaining the issue a little bit more?,V,Would you be able to provide some more information on the issue you are having? Thanks!,V
iopietro_Travianz-Legacy_issues_215,https://github.com/iopietro/Travianz-Legacy/issues/215,Hello how can i fix the doublig troops problem? in my server people are doubling troops...,What version of SMF are you using?,,Can you be more specific? It works for me in 1.14.3.,,How did you solve it? Thanks.,,What's the error? I don't get it.,V,Which oasis do you mean? What's the problem?,,Why you select MYSQLi as database ???,,How can you replicate the bug?,V,can you please give some more details?,V,What is your problem ?,V,Why do you need to send a packet when you receive the login start packet? Seems like an [XY problem](http://xyproblem.info/).,
borgar_textile-js_issues_21,https://github.com/borgar/textile-js/issues/21,"Anytime I start writing a line starting with ""p"" like ""posted a new issue"" the first 3 chars will not be shown in the outsome. So in that example only ""ted a new issue"" is rendered"". This happens in the demo, too. ![screen shot 2015-01-08 at 12 05 38](https://cloud.githubusercontent.com/assets/10449201/5662258/b8173338-972e-11e4-84a1-21fe3b49f9a4.png)",Do you know if there was one running when this issue was raised?,,"Do you have similar issues with other games? For example, Perfect Dark blurred pause screen?",,Does the attached patch solve the problem for you?,,Does it happen after you something specific you do in the app? Or on specific pages? Or just randomly? What macOS version are you using?,,Can you think of any particular interaction or thing about your project that might make this issue distinct from others?,,Can you try deleting that folder and opening TileMill and your project again?,,Do you find the same issue?,,What Atom version are you on? Should be in the Atom menu.,,Shouldn't these be on the same line?,,"Could you please provide details of your setup (browser, browser version, and OS)?",
pbatard_rufus_issues_513,https://github.com/pbatard/rufus/issues/513,Two USB's I just bought can't be found. 2X SanDisk Extreme CZ80 16GB USB 3.0 http://www.amazon.com/gp/product/B00KT7DOR0/ref=oh_aui_detailpage_o01_s00?ie=UTF8&psc=1,Can you see them in Windows Explorer? (File Explorer on Win8),V,"Can you please provide more information, code, and/or examples sites that show the problem?",V,Does your FreeDOS drive boot?,,Can you please try this and let me know if it works?,,"What AntiVirus solution are you using? And have you contacted their support team to find out if they are aware of Group Policy corruption issues, when filtering Group Policy access?",,Do you mean device id? Most likely it's IMEI number.,V,"Can it be, that _/usr/share/rear_ is symlink somewhere, on your original system? V.",,What does it print when you plug it in?,,Can you please elaborate? Thanks.,V,Did both the pen drives you tested have the same VID:PID?,V
easybuilders_easybuild-easyconfigs_issues_3640,https://github.com/easybuilders/easybuild-easyconfigs/issues/3640,"Hi, how is it possible to fix it the below problem? Thank you in advance. Mic",What do you mean exactly? Do you have an example?,,Can you tell me what lines 66 on FromJsonUDF says ???,,Can you check whether making that change helps?,V,Can you do a git pull and try again?,,does this help? https://github.com/hpcugent/easybuild/wiki/OS-specific-notes#ubuntu-1110,V,What time are talking about? What does this example mean?,V,What does your log file say? http://winder.github.io/ugs_website/guide/troubleshooting/#property-files Which version are you running?,V,What's the error ?,V,Could you share the code that you're using? So we can see potential mistakes.,V,Why do you need to consume it? I don't really understand what the issue is. Can you send a full log or explain the error better?,V
Nicotine-Plus_nicotine-plus_issues_22,https://github.com/Nicotine-Plus/nicotine-plus/issues/22,`error: can't copy 'languages/lt/nicotine.mo': doesn't exist or not a regular file` And for some reason it thinks it's on windows? `/usr/lib/python2.7/distutils/dist.py:267: UserWarning: Unknown distribution option: 'windows'` What could I be doing wrong?,What behaviour you would expect from python-mpd instead of throwing an exception with the error message it got from MPD?,V,Did you have another copy of IPython available at the time? Is your home directory on a network folder?,V,could paste more of your code?,,Can you please provide logs from Elasticsearch itself when this happens? Thanks.,,Can you please check that inkex/boxes.py.AngledCutJig.inx and /usr/share/inkscape/extensions/ actually exists? Thanks!,,How did you run the setup script?,,What distribution and version are you running? What's the version of gcc? (gcc -v),,Could you retry to install it ?,V,Can you confirm that you had Clang installed and in your path?,,What other apps do you have in INSTALLED_APPS? It sounds like another app allows the -v command line parameter as well.,
Yelp_elastalert_issues_1172,https://github.com/Yelp/elastalert/issues/1172,"Hi folks, I'm using ELK 5.4.0 + Searchguard + ElastAlert. I created elastalert_status index in my elasticsearch so authentication over https is not a problem so far and here's my config for Elastalert: Now I added this rule for testing alert in the config file: example_rules/example_frequency.yaml Now I start my elastalert: python -m elastalert.elastalert --verbose --rule example_rules/example_frequency.yaml output: I don't receive alerts - Any suggestions?",What is an example use case for combining two?,V,What version of ElasticSearch are you using?,V,"What do you mean by adapting to angular, the example already uses angular?",,What specific examples are you running? You might want to change your Octave GNUTERM environment. What do you get when you run the following in Octave? getenv('GNUTERM'),,"Could you provide an example of input, actual output, and expected output?",V,Why do you expect this to alert? Try increasing your timeframe to 15 minutes.,,What version are you using? Can you maybe post linkupdownEnhancement_test.py?,,Will you open a separate issue for it?,,Do you know what you want to alert on?,,Why not use an external variable?,
trapd00r_ls--_issues_16,https://github.com/trapd00r/ls--/issues/16,![Screenshot](http://cl.ly/2y1X2I452404391F2429/Screen%20Shot%202012-01-27%20at%209.21.14%20PM.png) This is a fresh install without any modification on the ls++ basic config file. Did I miss something ?,What about submitting patchs to them? Some of oh-my-zsh work could(should?) goes there... Like maybe that enhanced colors utility you are suggesting?,,"Which signup link did you click? The one on the homepage goes to /users/new, not /signup.",,What OS are you using? What terminal are you using? What's the value of $TERM ? What's the value of $LS_COLORS ?,V,do you have terminal configured to be semi-transparent (the default)? if so there's nothing i can do about it....,,Could you post the text itself? I'd like to see how it renders for me.,,What terminal are you using? What's the value of $TERM? What version of ls do you have?,,Which version of chalk are you using?,,Can you tell me your timezone? I don't get it for mine.,,Can you see this in unminified? I can't find where this would be.,V,Do you have a screenshot?,
qbittorrent_qBittorrent_issues_5006,https://github.com/qbittorrent/qBittorrent/issues/5006,"Hello, I was trying to download a torrent and it appears that something is wrong. It keeps on 'downloading metadata' forever. I have done the following tests: -Tried on 3 PC (Also 1 Mac) -Re-installing the software -Other torrent files (Also .torrent without the magnet) I hope I can fix this, Thanks","Could you be more specific, please?",V,Could it be A-Za-z instead?,,Could you explain detailed steps to replicate the issue?,V,What do you mean by stalling? Screenshot?,,What is your version? What does the log say? (view -> log),V,"What version? Though a .pdb is not necessarily 'useless', it is a file that Visual Studio creates when compiling C++ applications and it contains debugging data.",V,Does it happen with every magnet link or only with that particular one? Do you use v3.1.12?,,"What do you mean exactly? Do you see the same torrent going into ""rechecking"" status after it has finished? Can you describe in more detail what you observe?",V,"Can you tell me **exactly** what the error says? (View->Log and then click the ""Log"" tab) What OS are you using?",V,"What do you mean ""in no window""?",
electron_electron_issues_7049,https://github.com/electron/electron/issues/7049,"- Electron version: 1.3.2, ia32 - Operating system: Windows 10, x64 32bit prebuilt electron renders a white screen, No crash report from electron and browser devtool is disconnected My app was trying to render a page with about 6 images (from aws s3), very shortly after done rendering images, the browser window goes white and devtool is disconnected. This problem only happens on 64bit windows, works fine on 32bit windows",Could you be a little more specific on what you mean by this? What are you trying to do?,V,Can you provide a minimal app that reproduces this problem?,V,Can you provide a reproducible example?,V,"What do you mean by ""doesn't work""?",,What node version exactly are you trying?,V,Could you provide a minimal app or steps to reproduce the issue? It's currently a little hard to go off with just the logs.,V,What version of Ubuntu are you using?,,Can you try whether showing a dialog would work?,,Would it be possible for you to fork [electron-quick-start](https://github.com/electron/electron-quick-start) for a small app that reproduces the issue by itself?,,Could you try this way?,
calabash_calabash-ios_issues_80,https://github.com/calabash/calabash-ios/issues/80,"I'm trying to build calabash example with Ruby 1.9.3 And I got next error: wrong number of arguments (4 for 3) (ArgumentError) /Users/alex/.rvm/gems/ruby-1.9.3-p327/gems/calabash-cucumber-0.9.119/lib/calabash-cucumber/launch/simulator_helper.rb:21:in `relaunch' /Volumes/Data/projects/calabash-ios-example/features/support/launch.rb:54:in`relaunch' /Volumes/Data/projects/calabash-ios-example/features/support/launch.rb:69:in `Before' For system Ruby everything fine except, simulator don's starts until I run it manually from XCode",Can you post an app or steps about how to reproduce that?,V,Could you try updating to RubyCritic's new version 1.0.1? Thanks!,V,"What version of MongoDB are you using? If you upgraded to 2.0, you need to update the mongo/bson driver to 1.4.",,Can you open the DeviceAgent app manually or does it crash on launch? Is there anything in your device logs that indicates the DeviceAgent has crashed?,,Could you update to 0.9.122?,V,What do you get back?,,Which branch? Which Rails version are you using?,,What alert are you trying to detect?,,Does the generated README file contain a list of the preferences you selected? I'll know more if I see that.,,what were you trying to do? what threw the error?,
mistydemeo_tigerbrew_issues_282,https://github.com/mistydemeo/tigerbrew/issues/282,"Error actually occurs when compiling openssl: ""lipo: build-ppc/libcrypto.1.0.0.dylib and build-ppc/libcrypto.1.0.0.dylib have the same architectures (ppc) and can't be in the same fat output file"" Gist: https://gist.github.com/aeggenberger/8e8904dadb609c656ba3",What's the exact command you're using?,,How to produce this? This might be a problem of the go tool bundled with gccgo. /cc @ianlancetaylor,V,What architectures were you trying to get?,V,Can you build clang too?,,maybe an OOM during build ? Anyway; I checked myself out on 1.3.3 and built the binary for you in case : [linux_ppc64le.zip](https://github.com/hashicorp/packer/files/2667718/linux_ppc64le.zip) Will try to investigate.,,Would you want a formula for the final release that included a PPC slice?,,"Do you have a 64-bit PNG installed that could be interfering? If not, it probably needs a libpng dep.",,Could you confirm that it solved the problem?,,Did you ever find a solution?,,Do you get some kind of error message?,V
opencart_opencart_issues_4815,https://github.com/opencart/opencart/issues/4815,install/model/upgrade/1006.php: https://github.com/pekka2/opencart/commit/66dede9dceada148f2d8d056f50127f5d6b878f5 AND change column type for table user_group to 1001.php: https://github.com/pekka2/opencart/commit/f60eb1c76702d8a6d77a1bcdce92d38f3bc45a7e,"Why is the model removed, anyway? I can't seem to find a changelog for the 2.3.0.2?",V,do you have recommendations for more equitable comparisons?,,Which version is the issue in? Looks fine in 2.0/develop and 2.1/develop so...? http://d.pr/iLkJ,,What command are you using to compile it?,,Can you give more information about this problem? Thanks,V,Where does it point?,,What URL does it append? Perhaps disable other plugins in case of conflict. Also you didn't provide version info.,,Could you write a step-by-step instructions and OC version informations?,V,What are your routing settings? Have you activated that the app should prefer minor roads?,,What language do you use in the rest of the UI?,
morefigs_pymba_issues_78,https://github.com/morefigs/pymba/issues/78,"I have more than one camera each under an Ethernet port, I don't find how to set the source interface when start the vimba.","Can't you just use jump to network to jump to it and then pan your view over, though? Not that it's not a bug.",V,can I close this issue?,,Which Linux distribution and version are you running there?,,How would you do it?,,"do you mean if the picture contains exif? you just read it using this lib, and if you'll get a non-empty object.",,"How did you setup dokku? And yes, it's enabled by default.",,"What distribution are you using on your Pi? On Raspbian, the RPi library should be preinstalled. Can you try this? sudo apt install python-rpi.gpio python3-rpi.gpio",,Does this cause something to break?,,Can you successfully list the cameras? If so it should just be a matter of selecting the correct list index.,V,"Could you please check the directory names whether they are only numbers, and what the minimum and maximum number are?",
openml_OpenML_issues_101,https://github.com/openml/OpenML/issues/101,i put some text into the citation requests for adult_aXa and webdata_wXa . both seem not to be displayed in the dataset-overview?,"Could you please add the citations using the wiki? (you can now edit the description online) Then, please close this issue. There is already another issue on sparse arff.",V,How did you update it? But this is not the sort of usage question we should be dealing with on the software development issue tracker.,V,Did you create this issue just to notify us that you submitted a Croatian locale?,,Can you give a little more information about the errors?,V,"Could you please check the directory names whether they are only numbers, and what the minimum and maximum number are?",,Can you give the id of the run? That seems wrong indeed,,Why not help us and put that code into the openml R package?,,How about 'Publicly available'? We can add a short description below that field to give more information plus a link to the full definition https://creativecommons.org/choose/mark/,V,"Does !sudo it work at all? I find that the password request doesn't receive the input at all, and never returns.",,What program are you using our style with?,
node-formidable_formidable_issues_32,https://github.com/node-formidable/formidable/issues/32,"What are your thoughts on making the file object api-compatible with the HTML5 FileAPI? Namely changing (or aliasing) ""filename"" to ""name"", ""length"" to ""size"", and ""mime"" to ""type"": Or perhaps an option for it? I just created a [HTML5 FileAPI wrapper for node](https://github.com/coolaj86/node-file-api) and I'm working to keep as much of my code the same between the server and client as possible.",Can this be closed then?,,Does it work in that version? Also see https://github.com/SheetJS/j/issues/4,V,What is the benefit from using the HTML5 FileAPI?,V,What version of the player are you using?,V,"What do you mean by ""compress""?",,Do you dynamically change resize options maybe? Can you post your config?,V,"How did you install the module? Using npm? If so, just do: npm update formidable",V,Could you try again with 2.5 [binary](https://bitbucket.org/ariya/phantomjs/downloads) please? Thanks!,,Do you want to try out a patch =)? I believe we will be releasing a new version soon. Thanks.,,What do you mean break? It's just that those parameters are not compatible with html4. Do you suggest anything else?,V
codemirror_CodeMirror_issues_4202,https://github.com/codemirror/CodeMirror/issues/4202,"Hey guys, using version 5.18.2 i am getting the above error in chrome. Thought you want to know. Thanks.",Could you please provide me with the code that triggers the error?,V,Can you provide a **reduced test case**? Here's a CodePen you can fork: http://codepen.io/desandro/pen/zxaOVX,V,What browser are you using? And did this issue just arrive in Beta 2 (meaning it worked in Beta 1)?,,What line is causing the error and is there anything else that you know?,V,which theme it was trying to load? Maybe you can make a demo on jsbin/plunkr or put the page somewhere i can see it?,,Could you verify that none of your files have been modified?,,How come both mutually exclusive options get triggered?,,Which code triggers this?,V,Can you please share a reproduction or more info on how to reproduce?,V,Can you please check this? #1446,
ruby-gnome_ruby-gnome_issues_435,https://github.com/ruby-gnome/ruby-gnome/issues/435,Please Implement Gtk::FlowBox.,"Do you have the patches from #10097? And also what channel are you on, see #10280.",,Why are looking to do a username/password authentication?,,Can you confirm this?,,Can you build it?,,What do you mean GTK media player?,,How do you install this on your development machine?,,What version of ruby-gnome2 are you using? The Gtk::FlowBox is implemented in the gtk3 gem 2.2.6. I have pushed an example here #436,V,How would the mobile app authenticate with the web service?,,Does it crash on startup? Does it create a crash log file (.dmp)? What does the radiant.log file say?,,Can you give some more details on what's stopping you from implementing what you need?,V
volkanceylan_Serenity_issues_2572,https://github.com/volkanceylan/Serenity/issues/2572,Please leave message in thread. :),"What version of Serenity are you using? See #4405 or [""thumbnail"" issues](https://github.com/volkanceylan/Serenity/search?q=Thumbnail&type=Issues)",,can you please elaborate about your question? did you mean to call existing service endpoint generated by Serenity? do you want to skip Authentication? write new service / webapi?,,"Which user control you use? To set readonly EditorUtils.SetReadonly(form.controlName,false)",,Did you try adding ReadPermission to columns?,,What's wrong with the code? Or...why do you think something is wrong with it?,,Did you read docs?,,"Why not just add the field within xyzRow? With kind regards, John",,"Could you please provide a mockup with what you exactly mean? With kind regards, John",,What is the requirement of the job?,V,"what is missing? Q.text function? or your variable? if it's your variable, u may need to transfer templates to get it where u want it",
projectkudu_kudu_issues_1254,https://github.com/projectkudu/kudu/issues/1254,Try to deploy the following repo: https://github.com/koistya/kudu-test-case-01/,What scenario are you trying? Who are you suggesting should run git config here?,,"Can you check whether your project can deploy locally, by following [these steps](https://github.com/projectkudu/kudu/wiki/Make-sure-site-correctly-deploys-locally)?",V,Do you have MVC3 installed? Are you able to open other MVC projects?,,How far deep into your filesystem is your git repo? That is probably a larger consumer of path chars.,,What specific steps are you trying? Do you have VS 2012 installed?,V,Do these exact steps work for you?,V,Can you clarify if you are doing git push directly to Kudu? No via continuous integration with github or sorts.,,Can you specify the rate and the scenario you're testing? Currently our stress requirements are quite low as we're not expecting any stress on kudu.,,Do you think that would cover it?,,Does it work with kudu?,V
open-keychain_open-keychain_issues_2357,https://github.com/open-keychain/open-keychain/issues/2357,"Using k9 on los 14.1 on LG G3 D855 with openkeychain,all current. OpenKeychain has my key and other keys, looks normal. On sending encrypted mail from K9 I get KeyRepository NotFoundException message.",What version are you using? If you could provide the exported pubkeys file which triggers the error I will gladly investigate.,V,Can you please install them from a trusted source such as F-Droid or Google Play and report back if the problem persist? We do not support Yalp.,V,Can you use the template provided to turn this issue into a feature request so we can decide on whether we want to implement this?,V,Could you provide a minimal test that causes this to fail?,V,What file manager do you use to select the file?,,"can you be more precise? or, ideally, provide a file for us to test :)",,Can you tell us the Key ID?,V,What adapter is this using?,V,Would that work for you?,,Could you generate example correct keys and try them?,V
treeDiM_StackBuilder_issues_70,https://github.com/treeDiM/StackBuilder/issues/70,"How to add more cases to the database, to do the box,case,pallet optimization?",Can you please provide the SMILES for those CAS's?,,What's your use case for needing it at a second-by-second resolution?,V,"Did you succeed to send a palletization solution to the database using the ""Send to database"" in tree context menu of solution node?",V,Can you attach the example? This isn't the case with the simple cases that I have.,,Where do you need it? Just converting a camelCase string to PascalCase string?,V,Do you not want to have the context registered in services in Startup.cs?,,What problem are you trying to solve? Can you give me some concrete examples or point me at code?,V,What is excatly a problem? How to reproduce it?,V,What are the two queries that get produced?,,"Could you just give a link to your forum? I suspect that some CSS on your page might cause the issue, I can not image any other reason.",V
