issue_id,issue_link,post,q1,a1,q2,a2,q3,a3,q4,a4,q5,a5,q6,a6,q7,a7,q8,a8,q9,a9,q10,a10
adoxa_ansicon_issues_58,https://github.com/adoxa/ansicon/issues/58,"I just moved from Windows 7 to Windows 8. Ansicon -i reports ""this version is not compatible with the version of Windows that you're running"". Not supported yet?, or am I doing something wrong?","Can both of you paste the contents of Console (in the app)? Also describe what ""not working"" entails.",,What you actually did? Please read the referenced howto and try to answer these questions.,,Did you follow the instructions in the readme?,,Which version are you trying to run? Did you compile it yourself?....,,"However, can you pass me the complete error message? Regards Alejandro A.",,Can you post the urls.py of your project? check that there is no strings in the url patterns.,,Does this still happen with v1.65?,,Do you see the icon on this page: http://fontawesome.io/icon/television/ ?,,Can you give a little more details? What exactly isn't working? The icons are not showing up? Can you provide a screenshot?,,"Which bash? I'm a little out of date, but on 1803, cygwin (32- & 64-bit), MSYS, MSYS2 (64-bit) and git (64-bit) all worked.",
bulletphysics_bullet3_issues_2216,https://github.com/bulletphysics/bullet3/issues/2216,"I have encountered a memory leak by using `pybullet.loadTexture`. Following is the example of memory leak case. I tested the avobe code by the following command. the profiling result is here. I examined this memory leak, and figure out the tinyrenderer plugin not release allocated memory correctly. here https://github.com/bulletphysics/bullet3/blob/master/examples/SharedMemory/plugins/tinyRendererPlugin/TinyRendererVisualShapeConverter.cpp#L1245",What OS are you using? What device are you running on? (cpu or gpu) How did you conclude that it's leaking memory?,,Can you elaborate or show some info from instruments?,,"Can you add a unit-test - if possible - to help me about this problem ? Regards, Thomas.",,Could you try adding that to your main and seeing if that reduces the Valgrind noise?,,Does it happen with some specific image?,,Do you have a pointer to the URDF+DAE files?,,"Which hardware, which operating system, how/where do you see evidence of a memory leak please ?",,"Can you expand on this some more? I'm not seeing this code ""eat a lot of memory"" when running it under valgrind.",,"Can I get a castle, private beach and a few unicorns and tons of Pokemon Go's for my kids?",,Did you try disabling file caching?,
Dogfalo_materialize_issues_4424,https://github.com/Dogfalo/materialize/issues/4424,"Hi.. When installing Materialize in MeteorJS from atmosphere install version 0.97.6 (materialize: materialize@0.97.6). what is this about?. It is supposed to install the latest version, in this case 0.98.1. Some help please .. !!! Thank you...",Can you post more code or a demo? I'm not sure where exactly youre getting the error.,,Can you post your code? I can't help you without any information.,,Can you be more specific about your problem using it?,,Can I ask what you need the alert messages for?,,Do you have an example of it not working?,,Did you try the solution in #754?,,Can you add a codepen showing this in action?,,What kind of error message do you get? Do you get any errors?,,What functionality from the newer version do you need?,,Which version materialize and angular2.materialize do you use and on which devices are the transforms slow?,
roundcube_roundcubemail_issues_5823,https://github.com/roundcube/roundcubemail/issues/5823,"Since 1.3.0, double-clicking an item in the mailbox view, doesn't open the mail anymore. Pressing ENTER on a highlighted mail works.",Do you really mean mxGraph or are you using diagram.ly/draw.io?,,"did you update the slug (the url sub) in step 3, or after the submission steps in edit listing?",,What version? Could you explain what is not correct? Or provide a screenshot of expected output?,,Could you show how you initialized MCOMessageBuilder?,,What does this has to do with Chrome 25? You probably installed some other package that stole keyboard shortcuts from PlainTasks.,,Could you provide an example where email sent from Nodemailer is not recognized by Gmail?,,What about enabling the double click handler only for the currently selected mail? Might that be a reasonable compromise?,,Do you get any relevant error in the Console (Ctrl + Shift + J)?,,Does it happen for every mail with attached images? What PHP version?,,Can you play this file on the device?,
barryvdh_laravel-async-queue_issues_25,https://github.com/barryvdh/laravel-async-queue/issues/25,On using Queue::Push() jobs are inserted in the database with status 0 and not started. On using something like : php artisan queue:async 5 It works perfectly. Tested on Windows/Debian 7/OSX,Can you debug if the command is given correctly? No error logs?,,Can you provide a little bit more detail to your exact use case?,,Could you post a link to the failing job?,,Can anyone confirm this?,,Why isn't it good? Pretty much like you run celery with django-celery,,Does that help / make sense?,,"Can we get an update, please? @taylorotwell",,Can you reproduce this error?,,Do you have a link to the incorrect doc?,,Does this node have a parent?,
twbs_bootstrap_issues_2949,https://github.com/twbs/bootstrap/issues/2949,I'm have problem with more than one carousel in same page(separated with tab) can anyone help me? Thks :),What's the issue? Have a demo or a jsfiddle?,,How does this help?,,What would you suggest we change to improve this for everyone?,,Do you have the images in the proper location? Be sure to check that.,,What's wrong with these basics?,,did you link to boostrap-dropdown.js ?,,What's a .ir? Don't recall ever using this class.,,Can you be more specific? What's the bug? Can you provide screenshots of what you're seeing vs what you're expecting? Have you tried with other browsers/systems?,,Could you provide a screenshot showing the difference?,,Why not just use a container and add the color yourself? Look at the CSS on https://wrapbootstrap.com/ for an example.,
fniessen_emacs-leuven-theme_issues_54,https://github.com/fniessen/emacs-leuven-theme/issues/54,"As here a screenshot shows: ![image](https://user-images.githubusercontent.com/378699/37379329-0e852766-276e-11e8-8a1a-f35bbaa06ce2.png) It looks not pretty, what do you think? Can you improve it?",What do you expect a pointer to be serialized to?,,Does it still happen when you use the default font family? Can I also ask what operating system you're on?,,Why do I do this? Mainly because this plugin's option to enqueue the compiled files never seemed to work for me.,,Does this happen in vanilla?,,Did anybody find a solution to this?,,Do you have a reproducible example of this that we can use to investigate?,,What command are you using? Do you know which faces are in play? You should find them with M-x list-display-faces. That'd help...,,Could you tell on which Android version you observed the problem?,,"What ingot is that? Any process can be sped up by 2x by increasing the tier. IE, this will go 2x faster at HV.",,Can you try from an incognito session?,
igvteam_igv_issues_390,https://github.com/igvteam/igv/issues/390,"Hi @jrobinso , is there any method/function to unbgzf bam data similar to `igv.unbgzf = function (data, lim) ` from igv.js?",What is your use-case for this? Can you not wait to instantiate Valitron until after you have all the data?,,"Could you be more specific, about track types, etc, also your operating system?",,Did you have a specific use case you can share?,,Can you point out the specific api you want to use?,,Do they have a github repository you can open an issue in?,,Could you create a test case that showcases the issue?,,Do you have ItemsFactory.getItems() in one of your controllers?,,How did you install scikit-learn and which version are you using?,,Why do you need to do this?,,what is your use case exactly for extending this method ?,
opencart_opencart_issues_2627,https://github.com/opencart/opencart/issues/2627,"Hello, The current regex email validation allow monstrosity like : - abc;def@domain.com - abc@def@domain.com - abc/def@domain.com My regex knowledge is very limited. I can't suggest a better one. Thanks !",Can you copy/paste your code here? Please mask any login and/or passwords.,,What error message are you getting? I ran a test and it seems to be working for me.,,How would it know which domain to forward to?,,How did you run the generator?,,can you provide a query denied log line with pre tags around it?,,Does the domain part changes on input? Or does it stays static? When is it determined? Do you see it as a prefill?,,"Could you describe what you want in English? (Otherwise, I'll close this issue later.)",,"Where is the problem, into registration of customers?",,Why was this closed?,,What version are you using? What is the problem?,
Studio-42_elFinder_issues_1225,https://github.com/Studio-42/elFinder/issues/1225,There is no upload automatically rename the function,Could you compose a test case maybe?,,What type rename do you want?,,"Can you solve this problem by TinyMCE also use the ""ui-front"" class?",,Can you provide an example of where or how it's not working?,,Do you mean to cancel current file selection? Maybe pressing arrow up/down or left/right will cancel it.,,how you want to use a LocalFileSystem without the glob() function? This is impossible... You should use the FTP solution instead,,How do you mean? The progress event is for the fileset. The position and total values in the callback should reflect that.,,What driver are you using and what is your settings?,,Do you mean this? -> https://github.com/olton/Metro-UI-CSS/issues/650,,Did you solved it? Can you post some HTML code?,
owncloud_core_issues_10853,https://github.com/owncloud/core/issues/10853,"Is that correct that the username and password are transmitted in clear text by mail? : o Is there a setting for this parameter in the config file for the username and password ensures composed and via SHA (256, ...) are transmitted or are the problems with WebDav, Smartphones? Reference to: http://en.wikipedia.org/wiki/CRAM-MD5, for example. <a href=""http://www.xup.to/dl,21241190/Clipboard06.jpg/"" target=""_blank""><img src=""http://www1.xup.to/exec/ximg.php?fid=21241190"" border=""0""></a>",Did they build the package eventually ? :smile:,,does nslookup localhost work? i recomment to ask this question in the owncloud forum. thanks,,Can you update to beta2 or wait for the beta3 that we release tomorrow?,,How can I update the app (if it's the wrong/an old version)? (I only can find a button for upgrading OC to 5.0.3). Thanks a lot!,,Can you try again please?,,Can you tell us what you did to get that error message?,,Does it still not work? Sometimes it needs some time until the update appears.,,Can you explain the problem please?,,Can you recheck if you are using PHP 5.4 also on the webserver?,,which mail exactly do you mean here?,
mendhak_gpslogger_issues_524,https://github.com/mendhak/gpslogger/issues/524,"Adding accelerometer values (G-Force in X, Y, Z along with tilt, roll and pitch angles) will make the app usable for multi purposes.",Do you mean annotate?,,What are you trying to do?,,What kind of purposes?,,Do you mean to log GPS points to OwnCloud? Is there a specific format/querystring it's expecting the locations to be sent in?,,"What was happening when you tried saving, would it refuse to save or would it reset to the original settings?",,What protocol/format does it use to send data?,,What phone are you using? And is the system 'location' setting on battery or high accuracy?,,"What's the custom URL look like, and is the speed zero in log files?",,Could you provide an example?,,Can you provide some more details ?,
git-commit-id_git-commit-id-maven-plugin_issues_134,https://github.com/git-commit-id/git-commit-id-maven-plugin/issues/134,The git describe default abbrev 7 is not set by default. Please set defaults by default.,Maybe something that I take for granted (as developer of docopt) is not documented?,,How far deep into your filesystem is your git repo? That is probably a larger consumer of path chars.,,"What OS, etc are you using? That's working fine for me: <img width=""512"" alt=""screen shot 2015-09-25 at 3 25 55 pm"" src=""https://cloud.githubusercontent.com/assets/1623101/10110202/c287c5de-6399-11e5-8368-cf7a0d509b3c.png"">",,Which version are you using?,,"what exactly do you by ""default""?",,"Which property exactly, and which version of the plugin?",,Why to set it FALSE by default?,,What version of maven are you getting the NPE with?,,How much digits should it be?,,What did you do exaclty or whats the expected outcome and what happened instead?,
nim-lang_Nim_issues_2325,https://github.com/nim-lang/Nim/issues/2325,Nim Version: 0.10.2 POSIX_SPAWN_USEVFORK is missing from musl http://www.musl-libc.org. See: http://marc.info/?l=musl&m=140094278705289&w=2,Does this also occur outside it?,,Why is this a bug? You cannot return a type AST and expect a syntactically valid AST.,,Do we want to support Visual C 2008 out of the box? It is rather old now.,,What do you mean by compound assignments?,,what is docopt? Need more context.,,Where is the bug in that?,,What's wrong here? It's your own fault that the template evaluates the argument multiple times...,,How would this feature work?,,What's the point? how does 'cut' work for an ordinary file stream?,,Can you check please?,
appveyor_ci_issues_922,https://github.com/appveyor/ci/issues/922,"Hi, Since some couple of days, appveyor image no longer seems to have InstallPath set in `HKCU\SOFTWARE\Python\PythonCore\2.7`. This test that I was using for a long time for detectiong python 2.7 no longer work: Is this made in purpose ?",Do you know where this codebase does not support 3.x?,,Do you have a full traceback and the verbose output of the tool?,,What happens if you run 'emerge -uDaNv unity-meta' Do you still have errors with that command?,,"What version of IPython are you testing, and what is your default LANG, and other env variable that could affect encoding ?",,"Can you precise your installation method ? (pypi, git ...)",,Maybe rewrite that line to make it work on Python 2 while we still support that?,,Which Python version were you using previously?,,Does your user name / home folder path contain a space character by any chance?,,When was the last successful build for that (and what's its URL)?,,"What is your python3.3 -c ""import sys; print(sys.version)"" ? I still using 3.3.0",
moby_moby_issues_22414,https://github.com/moby/moby/issues/22414,three aspects that indicates whether a certificate is valid or not ?,Can you try a newer version of Docker and let us know if it still causes problems?,,"Do you know if this is a regression in 1.10, or was this already the case in 1.9?",,What is that file in your hosts dev?,,What do you suggest as an alternative?,,"Could not reliably determine the server's fully qualified domain name That's a configuration issue if the apache server, but just a warning; is the container actually failing to start?",,Do you have any information that can help?,,Did it work before on your network? /cc @tianon,,"What is the version of your docker and os? My docker 1.9.1 on Ubuntu 12.04.2 can remove the container running with ""--restart=always"" successfully.",,can we close this?,,"can you provide some more information? this doesn't look like an issue/bug in docker, so I'll close",
MachineMuse_MachineMusePowersuits_issues_750,https://github.com/MachineMuse/MachineMusePowersuits/issues/750,"The AE wireless terminal part on power fists no longer seems to work, instead always reporting insufficient power - the fist itself has a maximum size battery, and my inventory has other charged items, all fully charged. This happens even after re-pairing the fist to the network and while standing right next to the wireless transmitter. Other wireless terminals work.",Does REGEXP_LIKE can avoid this call to CASE?,,Do the values assigned to the contexts meet or exceed the minimum confidence required?,,Does not the OmniProbe module cover this?,,Did u make any progress?,,What's key you want to change?,,What version of AE2 are you using?,,Did you resync the cache after replugging the interface?,,Do you mean to disable DHCP server? Or map a MAC address to a specific IP? Can you describe me what you want to do exactly?,,How can we reproduce the issue?,,"Cannot reproduce, did you perchance hit it with a wrench?",
mui-org_material-ui_issues_494,https://github.com/mui-org/material-ui/issues/494,Hi guys! You have an awesome library! How soon are you going to upgrade to new React?,Could this help http://www.material-ui.com/#/get-started/installation?,,"might be possible to use an older version of react-hot-loader until the react version of material-ui is updated? idk, i don't use react-hot-loader",,Did you copy paste the example? What's the error?,,Can you post your render function please?,,What do you have for nslookup material-ui.com ?,,What browser are you using? What's the error?,,Where can I find anything about how to use the toolbar?,,do you mean pure css vs less compilation?,,Would you like to submit a PR?,,What about peerDependencies? npm ERR! peerinvalid Peer material-ui@0.7.3 wants react@>=0.12,
pitr_angular-rails-templates_issues_37,https://github.com/pitr/angular-rails-templates/issues/37,With following initializer: And `.nghaml` templates placed in `app/assets/javascripts/templates/` Referenced like this in the `application.js`: I've got following snippets included in the `/assets/application.js`: Is this intended to work or I just mislooked something? I've looked into the code and only stuff that Cheers!,Could you confirm @shayanjm?,,Maybe you can provide enough details that I can reproduce this?,,can you show me your application.js file? //= require nested_form_fields should do the trick... and don't forget adding the gem to your gemfile and call bundle of cause... ;-),,What version of rails and angular-rails-templates are you using?,,How did you do that?,,Does your fork create an AMD module in a separate file for each precompiled template?,,Why would you want to do that?,,What's the error you are seeing in production?,,"What version of rails, angular-rails-templates, and ruby are you working with?",,"Would that suffice? If not i will make one, but will take me at least a day. https://github.com/dcbartlett/sails-backbone",
dotnet_core_issues_482,https://github.com/dotnet/core/issues/482,I want to know how can I install multiple versions of dotnet sdk on my machine OSX & also manage dotnet command in terminal just like ruby/python to select weather use python2/python3,Did you install the SDK? That error looks like it hasn't been installed.,,"Did you try ""dotnet App.dll""?",,"Do you mean return one if there are any ones, otherwise zero? Or something else?",,Can you elaborate on it?,,Does that help or are you trying to do something different?,,Why did the minor version go up?,,Can you share more information about your problem?,,What do you want to use it for? Git-rev-parse is a rather generic quiet utility.,,Where do they come from?,,Can you please retry with .NET Core 2.2 or 3.0?,
taoneill_war_issues_667,https://github.com/taoneill/war/issues/667,Okay so I have just made a warzone for a friend of mine in game. Everything works perfectly for him. I did the same to a small warzon i have created and on the Zonecfg i made resetonempty:on. As i did for both of them. I leave zonemaker and join the arena and half of it shifts 2 blocks over the the south. I did try remaking it about 6/7 times and im stumped.,Could you please send me a core dump and the binary you're using? I can walk you through the process of how to get the core if you need.,,Do you have access to any War logs?,,What X and Z coordinates did you set under settings of the map-item-tool? Are these coordinates close to where you put/opened the maps in your Minecraft world?,,"What version is your server, what version of Citizens are you running?",,What do you mean open and close in order to appear?,,what does it do at the moment? Stay in town forever or up to maxGameTime? Is it a problem if auto accept works from the beginning of the game on?,,Did you go into cryo?,,How much do you need?,,Could it be that you are confusing that with your application?,,"Can we close #2424 then -- since it's related, and only leave this open?",
rometools_rome_issues_281,https://github.com/rometools/rome/issues/281,"Dear ROME developers, I used to think that the ROME project was abandoned, because the GitHub page http://rometools.github.io/rome/ was the first result on a Google search. The page was last updated in 2014, references `com.sun.syndication` and talks a lot about versions prior to 1.0.",What is the reasoning behind using a docker image?,,Why not use free [AppVeyor](https://ci.appveyor.com/) to build?,,"Do you have any suggestions on what we should do? Looks like a lot of work to rewrite all pages, but we probably don't want to delete everything either.",,What if you navigate to a particular post directly? Eg. http://prose.io/#prose/prose/gh-pages/README.md,,Do you have any suggestion?,,Which main page do you mean?,,Could you update us in the issue? https://github.com/exercism/windows-installer/issues/5,,Can you please sign out of the web ui and sign back in again? You should be taken through the GitHub workflow again.,,What exactly are you trying to show us?,,Can you try it again?,
sysown_proxysql_issues_1655,https://github.com/sysown/proxysql/issues/1655,"I have a dev build of ProxySQL 2.0 based out of commit 06737ab6eeba2c8b178281ec15d530a2e2643fea. I'm running it inside docker, and saw a couple of restarts without any indication in the logs. In my `/var/log/syslog` I see the following lines: There is nothing of interest in the stdout of ProxySQL, just that the process booted up normally.","Can you please provide more details? It is not clear what is your configuration, what version of proxysql you are using, what are you expecting, etc. Thanks",,Which libsodium version are you using? Try 1.0 instead.,,Do you know what special characters were present in the password? I may try to reproduce it. Thanks,,Do you have redis running?,,Can you check the error log?,,Why are you using supervisord at all? Are you destroying the container after proxysql exits? You won't have log.,,"Do you have more details, or a reproducible test case? Thank you",,Can you try to compile 1.4.5 from source? Or I can provide a package. Thank you,,When does that happen? Do you have some tcpdump of this? This is likely the client sending traffic when it shouldn't,,Can you please share the script ?,
chriskohlhoff_asio_issues_310,https://github.com/chriskohlhoff/asio/issues/310,"how can i use deadline_timer_service without boost, such as we use 'asio::detail::chrono_time_traits' as default TimeTraits for deadline_timer_service ?","What do you mean ""catch""?",,Why can't you use waitable_timer instead? steady_timer or system_timer . They are std::chrono-compatible,,Maybe it's a problem specific to docker or even a docker bug?,,Does muduo examples build correctly?,,does IHostingEnvironment get resolved in the ctor?,,"How are you instantiating the ad-hoc class? In an ideal case, everything uses constructor injection and thus the ad-hoc class would just take the DB context in its constructor.",,Can you ellaborate please ?,,Can you clarify a bit more why you think this would need to be changed?,,"Do you want it to not emulate web workers if it doesn't exist or have a way to not use it at all, even if it does exist?",,Can you describe your use case?,
alexgibson_notify.js_issues_3,https://github.com/alexgibson/notify.js/issues/3,"As the title says, I didn't get any notification after I confirn them on http://alxgbsn.co.uk/notify.js/ :(",What's in [Debug Log](https://github.com/arut/nginx-rtmp-module/wiki/Debug-log)?,,Do you get any relevant error in the Console (Ctrl + Shift + J)?,,Do you get an error on 24?,,What OS are you on? What error do you see in the console? Do you get local video OK (in the left-hand video element)?,,Did you see any error message from Facebook?,,Does it work for you on the online version? http://online.boscaceoil.net/#!/,,Do you get any error due to this? @mart-e is this a real error?,,Might it be GETPhysicsAttacker is broken? Try killing an NPC with that entity and see whom it credits the kill.,,What are the versions of your devices and browsers?,,Do you get any errors in the console or in general?,
hiddentao_squel_issues_10,https://github.com/hiddentao/squel/issues/10,I don't see a way to add an 'On duplicate key' for an upsert in the insert documentation. Is this currently possible? Thanks.,wouldn't the use of pre tag solve the issue?,,How should this query work? Is it for use with PostgreSQL?,,Could you give me an example of the full query?,,Could you add a code snippet?,,Can you please show me your code?,,can you send me link to your gallery?,,"Would you be able to provide the filenames for Bane Conquest, as that's what seems to be throwing the error above?",,When is it happening?,,What connector are you using in your application? What are the loopback & loopback-datasource-juggler versions?,,What are you trying to do?,
fiorix_go-diameter_issues_52,https://github.com/fiorix/go-diameter/issues/52,"on the RFC 6733 page 61, stated: ""The sender of the Capabilities-Exchange-Answer (CEA) SHOULD include all of its supported applications as a hint to the receiver regarding all of its application capabilities."" but in the implementation on `/go-diameter/diam/sm/cer.go`:",did you see https://github.com/mattn/go-sqlite3/issues/336 ?,,Does it work with kudu?,,Can you not simply rename these to something else?,,What you mean by what should be a suitable keyframe function? You can see the support for animations on http://caniuse.com/#feat=css-animation,,"Which versions of FreeBSD are you running? As far as I know, we do support FreeBSD 10 with the OSX module: See [libmproxy/platform/__init__.py](https://github.com/mitmproxy/mitmproxy/blob/1c5277b21fd283a3b58d145c5090f59d657b594d/libmproxy/platform/__init__.py#L11)",,What am I missing here? The code you pasted is doing what the text is saying.,,"what do you expect me to do, download the program, compile it, and try to find the bug for you? that's not how it works...",,Which version of BS do you use?,,What is the problem you are trying to solve?,,Do you think of a better way to distinguish configuration keys from annotation methods in the documentation?,
Knockout-Contrib_Knockout-Validation_issues_543,https://github.com/Knockout-Contrib/Knockout-Validation/issues/543,I am calling functions like this:,"Shouldn't this be something submitted to the official CodeIgniter repo? I think this repo is meant to have a vanilla copy of CodeIgniter, but include the REST and Format libraries.",,Can you provide a fiddle for this? It will make things clear.,,Could you clarify what you're trying to do?,,Do you want to try out a patch =)? I believe we will be releasing a new version soon. Thanks.,,Do you get any errors in the logs ?,,"Could you tell me where (country, place) this number format is accepted? Thanks!",,Do you saw [that section](https://github.com/Respect/Validation#informative-exceptions) ?,,Could you maybe illustrate this in a codepen? Use this template for easy materializing: http://codepen.io/pen/?template=oLakEj It has all the materialize nescetities included.,,Does that help? Did it confuse you?,,Could you please show some code?,
OpenTSDB_opentsdb_issues_605,https://github.com/OpenTSDB/opentsdb/issues/605,"@manolama - Can v2.2.0RC2 be released from the master branch, please? We need the /api/search/lookup fix to be available. OpenTSDB/opentsdb@c4225ff Thanks",Could you explain the other main problems you faced in rc to webdriver conversion? I recently converted my project to webdriver & it works smoothly on all browsers. Thanks Vishwanath,,Can you send a screenshot of your Ticket Details form configuration page? (Admin Panel -> Manage -> Forms -> Ticket Details),,Could you please paste some codes for this issue? Thanks.,,Could you try that one out please?,,can you provide an example request?,,"Do you have any ERROR messages in HBase, HDFS and ZooKeeper? This sounds more like an HBase issue than a metasync issue, at least on the surface.",,Can you please post an application on Github where you reproduce the issue?,,how? may i have the link please? thanks,,Why would you be using the RC?,,Why would we backport this to 3.2? 3.3 is stable now.,
AdAway_AdAway_issues_554,https://github.com/AdAway/AdAway/issues/554,"Hello my friends. The issue I want to report is that someday around 10th September and beyond, the application camscanner can't be synchronised through WiFi as long as adaway is running. Everytime I try to synchronize it shows a message that I have a connection problem and advise me to check my network. Ofcourse the network is fine. I can't find which hosts are related to the app so I can't add them into the whitelist. Even tcpdump doesn't show anything. I hope you can help me. I run kitkat 4.4.2 OS. Thank you in advance, Socrates.",Does this solve your problem?,,"how does adaway break twidere? fwiw, I use both without problems.",,Did u make any progress?,,Where did you get your copy of AdAway from? F-Droid?,,How is it easier than just validating the value of Foo after it has been decoded?,,What appserver are you running?,,Why is it displaying as italics? The last word is supposed to be intsig with an asterisk before and after.,,"Does that answer everything to your satisfaction? If you want more details on a particular bit, let me know and I can get the answers.",,"Do you mind if I reference this thread in the AdAway repo, for anyone interested?",,Can you confirm the correct status is display after you check for hosts updates? (from home or by killing relaunching the app),
skeeto_skewer-mode_issues_1,https://github.com/skeeto/skewer-mode/issues/1,"Hi, You have developed a really cool Emacs mode! Thanks! What I noticed that is if I have Chrome developer tool open, to look at console log or interact through the console, e.g., I can no longer update function definitions through skewer mode. Do you have any idea why this would be the case? Any suggestion for a work-around?",Can you repeat the issue on main demo page? What iOS version and device?,,"Could you tell us more details about the camera, your hardware and the image resolution you are using?",,"What would airport generation look like? Would it be a list of real airports, or would it create fake named airports?",,"Can they be grouped into a class, and use that class as an input?",,"how can we get spaces number of one indent in a line? 8 spaces maybe 2, 4 or 8.",,What do you propose needs to happen?,,Could you try it out and send me any comments? Thanks. Leo,,Can you give me a list of specific steps to replicate the problem?,,Can you give me any more info about what isn't working for you?,,Can you use that plugin for opening the browser?,
frappe_erpnext_issues_6363,https://github.com/frappe/erpnext/issues/6363,"- [x] Allow to add weights for tasks. - [x] Add percent completion method at project level, to allow for calculation of % complete of project based on weighted average of tasks.","Can you share it's example here? If they are the standard text which goes which with transaction, you can capture it in the Terms and Condition template in the ERPNext.",,Can you refresh and try again?,,Do you get an error? Can you share a trace?,,Where ? In the form or in the list?,,Can you specify which one?,,can you give an example?,,Did you try restarting the bench? Do you see any trace on the bench console?,,Can you please explain your problem clearly with screenshots?,,Can I also add(?): - [ ] Sales Quotation reference for Projects - [ ] Add Sales Quotation in Project Related Documents,,what do you expect it to do? can you be more specific?,
Automattic_mongoose_issues_386,https://github.com/Automattic/mongoose/issues/386,"I define a model such as NewsModel,I want to use method find to fetch data: it return data,but include all fields,why?",Can you please try this out?,,"What you have should work, what does your response from elasticsearch look like?",,Can you provide specific example of your input?,,Can you check what queries are executed in the query log?,,How it could be done? The eloquent model is abstract class. Do you want them injected as static? The current implementations is fine.,,cannot reproduce? any more details?,,Can you make yourself clear?,,Can you provide an example that you would expect to work?,,Can you show me sample of output you expect ?,,What queries are executed?,
davidhalter_jedi_issues_300,https://github.com/davidhalter/jedi/issues/300,"a. For position after ""import<space>"" i get completions list with description ""import: ................."". b. For position after ""os.path.is"" i get completions list with FEW items as ""function: ........"" and FEW items as ""import: ....."" too. why 2 different things have descriptions beginning with ""import:""? better use description ""module: .........."" for modules - case a, and ""function: .........."" for funcs - case b.",Do you also get it when not running in neovim but in a Python REPL? What's your system like? OS?,,Where does this come from? How did you achieve this or how can we reproduce this?,,"What's your OS? also, which version of guessit do you use?",,Do you understand @jussij?,,Maybe related to https://github.com/scikit-learn/scikit-learn/issues/4083?,,"What Python version are you on? I'm getting decent completions on Python 3, but I'm not sure about Python 2.",,What version of MySQLdb are you using?,,Can you rephrase it?,,"What is wrong? What do you get, what would you want?",,Can you try running pylint by hand on your file? Does it report a similar error? Thanks!,
szwacz_fs-jetpack_issues_59,https://github.com/szwacz/fs-jetpack/issues/59,"I'm using Create-React-App, how to overcome this is there a solution?",can you provide me with the url/html that you are processing?,,"Could you give me the diagnostics in the README file, please?",,Can you provide full error reporoduction steps? Otherwise I'm afraid I can't help.,,"How are you installing this module? The inherits library is a dependency, but your package manager should have installed it for you automatically...",,What version of Bokeh is this? Is this in the classic notebook or Jupyter Lab or something else? What version? What browser/OS is this?,,Could you post your eslint config?,,how would I know? please add more info. Impossible to help you with this amount of information. Best is a reproduction case in a public github repo.,,Can you share the stack trace of the issue?,,what are you using _split for? Looks like it is another issue to me.,,Could you please provide me with the code that triggers the error?,
jquery_jquery-mobile_issues_5499,https://github.com/jquery/jquery-mobile/issues/5499,how to implement jquery mobile in xcode and develop a complete iphone app in jquery mobile,"Could please add some details about your mobile device/os? Android, iOS or something else?",,Can you provide a test page and information about what platform/browser you tested?,,does librocksdb.a exist after make? We deliberately don't include some parts of our codebase in IOS install to keep the size of the produced library small. This is expected.,,Can you please provide a test case for this scenario for us to figure out the problem? Thanks!,,documentation for what exactly? the docs for JQM is http://jquerymobile.com/demos/1.3.0-beta.1/,,What behaviour/functionality are you trying to suppress?,,"Where? I see everything is correct <img width=""362"" alt=""ios"" src=""https://user-images.githubusercontent.com/999588/49640145-d3d8da80-fa1d-11e8-896b-c98ca304772e.png"">",,"Shouldn't this be reported on the swipejs tracker, not here?",,Can you please attach a test case? And also please specify Android and Mobiscroll versions.,,How does the hml look like which is rendered by this xml markup?,
cython_cython_issues_1864,https://github.com/cython/cython/issues/1864,"Using the compiler directive [`binding`](http://cython.readthedocs.io/en/latest/src/reference/compilation.html#compiler-directives) and a `cdef class`, `inspect.signature` and `inspect.getfullargspec` both return an incorrect signature for methods: keyword arguments are presented as if they are positional.",How do you envision shedskin would use it?,,Could you possibly point me in the right direction to get started?,,"Could you give a short, reproducible example that exhibits this? Very often, such performance differences are just due to different compiler flags of the C and C++ compiler.",,Can you test this?,,Could you find out what version of Venusian your Python is using?,,"Do you have a directory called ""Cython"" or ""cython"" lying around somewhere in your Python import path?",,Could you please provide the complete stack trace? I double checked the code here and fail to see a way how this can occur with 0.28.4.,,Can you boil this down to a smaller example?,,Can you try that?,,Could you show an example?,
davidhalter_jedi_issues_479,https://github.com/davidhalter/jedi/issues/479,"Consider this script: The above script generates this output: As can be seen, for the free standing function the arguments are correctly identified but for the class method case no arguments are found. Is this a bug?","What is wrong? What do you get, what would you want?",,Do you understand @jussij?,,How do you mean better?,,"Does this type check everything in mypy? You cannot just use mypy. They are pretty much ""competing"" products.",,Do you also get it when not running in neovim but in a Python REPL? What's your system like? OS?,,"What Python version are you on? I'm getting decent completions on Python 3, but I'm not sure about Python 2.",,Can you rephrase it?,,Could you please describe more?,,What are you typing? Where are you using autocompletion? Which editor are you using (and which plugin)?,,What do you want to use this for?,
