issue_id,issue_link,post,q1,a1,q2,a2,q3,a3,q4,a4,q5,a5,q6,a6,q7,a7,q8,a8,q9,a9,q10,a10
HubSpot_dropwizard-guice_issues_14,https://github.com/HubSpot/dropwizard-guice/issues/14,"Hi, is there any possibility to inject a configuration into managed object. Background: I have a managed object encapsulating Redis and want during startup access the configuration for that. Thank you.",Can you confirm that in sqlite store their productIDs are duplicated as well?,,does that one do something close enough?,,Can you please restate your reproduction case such that I can copy-paste it and run it locally?,,Can you post an example of your JSON?,,Did you use an import statement?,,Do you get the same issue?,,Does this not work for you?,,What makes you think it is required?,,Could you please confirm that things start working once you remove the component? Sorry for the late reply.,,"Can you check your sources for other classes named Player? As an aside, you can do ""belongs_to :party"" to get the same effect as has_one with an explicit inverse.",
FortAwesome_Font-Awesome_issues_8579,https://github.com/FortAwesome/Font-Awesome/issues/8579,Would like to use this icon for our website. ![n logo](https://cloud.githubusercontent.com/assets/17251412/13049425/c3c92aa8-d3e4-11e5-9da6-11055e916ce4.png),could you please provide an example?,,Could you please provide more information about this request? Is this a brand? Please make sure that your request follows our [new icon request template](https://github.com/FortAwesome/Font-Awesome/issues/new?title=Icon%20request:%20icon-name&template=icon-request.md),,"could you please clarify? We are not talking about Microsoft Edge, right?",,Do - https://fontawesome.com/icons/chart-bar?style=solid - https://fontawesome.com/icons/signal?style=solid - https://jsfiddle.net/tagliala/ydq3jrne/54/ fit your needs? Could this be considered a duplicate of #1076?,,Would icon-tint work? http://fortawesome.github.io/Font-Awesome/icon/tint/,,what is this? Could you please provide more information?,,Would http://fortawesome.github.io/Font-Awesome/icon/certificate/ suit your needs or are you specifically requesting an icon with that wording on it?,,"Do you want 10 icons made?), I'll leave the absolute positioning up to you. Check out the new stacked icons for a decent starting place: http://fontawesome.io/examples/#stacked",,Could you please provide more information?,,what about adding a inset border / shadow or a different color?,
swagger-api_swagger-core_issues_2285,https://github.com/swagger-api/swagger-core/issues/2285,"Is it mandatory to have one servlet for each endpoint ? In my code, one servlet serves multiple web services based on path parameter. Can swagger api work in this case?",Can you explain more? What version did you upgrade from?,,what server integration are you using? boolean default values should be supported on all wordnik-supported integrations,,Do you not see the curl command at all or does using it doesn't produce the response you expect?,,how do you envision this working?,,"Why might you ask? Because there may be references to other swagger constructs inside your object, and the client will need that for resolving them.",,Can you share your code?,,"Can you explain what you're trying to describe? And to be on the safe side, which version of the spec are you using?",,Can you give some more info on this?,,What is your question or issue?,,Can you explain the use case?,
DataDog_dd-agent_issues_914,https://github.com/DataDog/dd-agent/issues/914,"""Defaults requiretty"" is there by default on CentOS version, needs to be removed from /etc/sudoers",Can you explain a bit more ?,,"Can you help clarify what you mean by ""individually""? Docs for how to setup our MySQL integration are available here: http://docs.datadoghq.com/integrations/mysql/",,What does the jmx fetch log says?,,"Could you tell us more specifically which metrics, not already covered, you would be interested to see collected please ?",,what agent check is that? process check? might be the same as this #866,,Do you have more context ?,,Do you know if this is a bug in the packaging? Or if they've removed the binary on purpose and now want people to initialize databases differently?,,Can you tell us which version of Jenkins you're using?,,Do you have more information on that topic?,,What ancient version of CentOS is this???,
PostgresApp_PostgresApp_issues_393,https://github.com/PostgresApp/PostgresApp/issues/393,"After downloading PostgresApp 2.1 beta 1 and launching the app, I immediately see this alert: <img width=""532"" alt=""screen shot 2017-05-25 at 2 20 37 am"" src=""https://cloud.githubusercontent.com/assets/13698964/26438528/9921db9e-40f1-11e7-9ad6-f38a357f52dc.png""> I'm using macOS 10.12.5.",What's the memory address of the bad access?,,Which version of wxWidgets do you have? This looks more like a wxWidgets bug. The error comes from the Help Window which tries to write some settings.,,Does your canvas have padding applied to it?,,Do you have server logs during that spikes? That would be helpful for us to debug. Thanks!,,Could you do me a favor and forward me that email (with garbage text is fine) so I can take a look at the HTML structure of it?,,"Can you reliably reproduce this, or is it random?",,Which fields to you have in that section ?,,What other mods do you have? Do any others affect health?,,Did you move it to the Applications folder?,,"Where are you downloading from? I think that Github hosts binaries on S3, not sure why that is so slow...",
hbons_SparkleShare_issues_1157,https://github.com/hbons/SparkleShare/issues/1157,"Hei! I'm setting up a repo and my server (at a university) provides only a DSA host-key. Thus the command ""ssh-keyscan -t rsa -p 22 my.server.net"" returns ""no hostkey alg"". When setting the key-type to DSA (""ssh-keyscan -t dsa -p 22 my.server.net"") I get a proper host-key. Also when setting up the repo manually (which is rather cumbersome) everything works just fine. Could you implement an option to use also other types than RSA or at least add DSA as an option. Best regards, Armin P.S.: Thanks otherwise for this great utility, I already start to like this software! :)",why would you want to do this? it would be very difficult to keep in sync with multiple remotes.,,can you try again?,,What exactly doesn't work?,,can you give some more details?,,"does this sound like a good solution? would this play nicely with the RSA keypair SparkleShare creates, or does that need to be changed as well?",,What sparkleshare version? 0.2.x is known to be broken with nautilus 3.x,,Could you paste the start of the ./autogen.sh output?,,Can you reproduce and post the debug info?,,what exactly is the sparkleshare dashboard? I have had issues finding any info on this.,,Did you install SparkleShare previously?,
getpelican_pelican_issues_2539,https://github.com/getpelican/pelican/issues/2539,Is there any doc on on how to use pelican through API?,"What does ""wastely"" mean? The two tarballs are indeed different, and I believe that is by design. Could you perhaps describe what the perceived problem is?",,What is the exact error?,,"Do you have pandoc installed, and is it's location on the system path?",,What do you want to do?,,Can you show your settings file? Or if your blog source is public a repo would be even better.,,"How are you specifying the title attribute in your markdown files ? Thanks for the bug report,",,What is the theme you are using? Any steps to reproduce? thanks!,,How about a image instead of ASCII trees?,,"Does that make sense? Also, yes, it's possible to install Pelican where you like (assuming the 'server' has the necessary requirements to run it).",,What do you mean with that?,
hashicorp_vagrant_issues_6716,https://github.com/hashicorp/vagrant/issues/6716,"Upgraded to Vagrant 1.8 and now vagrant up isn't working. Vagrant 1.8 OSX 10.11.2 VMware Fusion 8.0.2 vagrant plugin list: Only tried one machine so far, but here is the --debug output.",Can you please try uninstalling and reinstalling the vagrant-vmware-fusion plugin?,,Should it also support emoji versions and other weird non-standard things? I see no reason for Vagrant and Vagrant Cloud to support some random non-standard versioning scheme.,,Do you get an error or it just won't print the debug information?,,Does this help you? http://docs.vagrantup.com/v2/synced-folders/smb.html,,Could you provide a gist to the full debug output when you try to run a command with vagrant? Thanks!,,Can you get me DEBUG level logs please?,,Can you attach the DEBUG log?,,Would you mind trying to uninstall vagrant-cachier to make sure the problem is on vagrant itself? Thanks.,,What version of vagrant are you using?,,Can you refer to what you find strange about this?,
ionic-team_ionic_issues_7984,https://github.com/ionic-team/ionic/issues/7984,"Hi, you 've got an important bug with the last ionic 1.3.1 version on the touch event on each select. On Android 6.0 and Chrome 52.0.2743.98, the different select cannot be displayed. On previous Android version and Chrome desktop browser it's working fine.",Would you be able to post a picture of the functionality you are looking for? Thanks!,,Do you have a sample? Also what version of Ionic are you using? This might have been addressed recently,,Which version of InAppBrowser do you have installed? I have it working on iOS 8.1 simulator with version 0.5.4 of InAppBrowser,,Can you provide a codepen demo?,,How are you opening the application? I'm using Ionic View.,,Which version of Ionic are you using?,,Would you be able to provide a plunker that demonstrates this issue? Thanks for using Ionic!,,Would you be able to provide a repo that i could use to reproduce this issue? Thanks!,,"Would you be able to provide a repo, plunker or code snippet I can use to reproduce this issue? Thanks for using Ionic!",,What version of ionic are you seeing this on?,
makotokw_redmine-theme-gitmike_issues_31,https://github.com/makotokw/redmine-theme-gitmike/issues/31,"I just upgraded Redmine to 3.3.0 and updated your theme. In firefox, the new menu (+) options are hidden underneath the page title. The fix is to add z-index: 11 to #main-menu ul .menu-children {}",Could you please attach a screenshot? I don't know where is the issue in Redmine 3.3.1 wth gitmike 1.0.9 in Firefox 49.0.1.,,"Did you double-check that file exist in that location? I have a suspicion that the path is wrong since themes usually don't have ""view"" folder in them.",,Can you tell me what browser you're seeing this in? I don't see it right now.,,Could you explain what makes you consider lower case being inconvenient in this context?,,Do you see something different than this? ![screen shot 2013-09-02 at 7 30 35 pm](https://f.cloud.github.com/assets/900407/1069653/b5a09864-1427-11e3-8685-60875970f22f.png),,Can you specify the version you're using and wether it's TER or a specific git-branch please?,,Can you please clarify? I don't understand what you mean.,,what do your reading settings look like? what type of page/link is '2013 festival'? do you have a link to your site that we can see?,,"Which menu's exactly, and have you entered a oauth token? A complete [debug log](https://kodi.wiki/view/Log_file) would be helpful as well.",,"Which backend are you using? GTK, Mac, WPF?",
fabricjs_fabric.js_issues_3447,https://github.com/fabricjs/fabric.js/issues/3447,"## Version 1.7.0 and most earlier versions. Problem is not present in version 1.5.0 Image of CANVAS1 for passing to function toDataURL ![1 7 0 zoomerror](https://cloud.githubusercontent.com/assets/12953253/20544660/682818c6-b10b-11e6-8e08-b6afc762769d.jpg) Calling function updateimage() { var backgroundc1=canvas.toDataURL(); canvas2.setBackgroundImage(backgroundc1,canvas2.renderAll.bind(canvas2)); } And resulting CANVAS2 ![1 7 0 zoomerrorb](https://cloud.githubusercontent.com/assets/12953253/20544715/a5ca0518-b10b-11e6-8f66-24ab71aa7272.jpg)","Did you look at the ""SECURITY_ERROR_README.txt"" file?",,"Do you have an url where this issue can be seen? If not, please create a jsfiddle",,Could you share a screenshot?,,Can you please provide the problematic XML style and way how you render it?,,"Can we close this, @joellebel?",,What's the actual CSS size of your canvas and device pixel ratio? The height and width only set the pixel size of the canvas.,,Do any errors appear in the console when this happens? This feels like a browser issue in some way.,,can you reproduce in a fiddle please? looks like retina problem.,,"What image are you using, and at what size are you exporting?",,Could you copy the markup to [Codepen](https://codepen.io/anon/pen/bqEzMW) to show the issue? Thanks.,
benfred_venn.js_issues_120,https://github.com/benfred/venn.js/issues/120,"Remove or add option to turn off ""donut"" chart. It seems to happen with some distinct numbers e.g. when the subset size is 1538995, 1539000, 1539008 or 1539018. ![selection_670](https://user-images.githubusercontent.com/5443662/36379024-b66d2834-1585-11e8-97de-fbb739517b11.png)",What do you mean by disable? Do you want to disable all interactivity?,,Does this effect vanilla? It looks like a . dat image mistake.,,Whats the problem here? Is it that you'd rather the A set be off to one side in the diagram?,,What issues are you running into?,,can you please share jsfiddle for the issue you are mentioning ?,,"Do you have an example that demonstrates this behavior? Are any errors logged to your browser's developer console? Without more information, there's not much I can say.",,What are your routing settings? Have you activated that the app should prefer minor roads?,,What is the root cause?,,"What version of Apache/IIS, PHP, MySQL, and osTicket? What errors are you getting via Apache, PHP, browser console, osTicket, and MySQL error logs? Cheers.",,do you mean like the sunburst chart? https://nvd3-community.github.io/nvd3/examples/sunburst.html,
philc_vimium_issues_790,https://github.com/philc/vimium/issues/790,"I use regex find in Vimium to select text on the page. Is there an include-newlines escape that I'm not aware of? I've tried everything I can think of, and can't get it to happen.",Can you test if it work for you?,,"Can you show me what Markdown document are you trying to render, and where is HTML being escaped? Cheers!",,"Could you perhaps go to [this site](http://jsfiddle.net/mrcoles/5TJc9/light/), focus the bottom-right frame, press the key you want ot enter and post back the results?",,Can you add debug logs?,,What exactly did you try?,,How should such select be validated? For selected value different than given one?,,Would that work for you?,,What's your use case?,,"Can you reliably reproduce this at all, @Niroday? In the gif, is it going to ""0 Matches"" or ""1 Match"" at the end?",,What type of Operating System do you use?,
quokkaproject_quokka_issues_23,https://github.com/quokkaproject/quokka/issues/23,"information: 15.08 17:10:56 root WARNING admin.register(<\class 'quokka.core.models.C hannel'>, <class 'quokka.core.models.ChannelAdmin'>, (), {'category': 'Content'} ) error: 'NoneType' object has no attribute 'get' --- i updated code in 'quokka/core/models.py'. now,it works ! old version: class ChannelAdmin(ModelAdmin): roles_accepted = ('admin', 'editor') column_list = ('title', 'long_slug', 'is_homepage', 'published') column_filters = ['published', 'is_homepage', 'include_in_rss', 'show_in_menu', 'indexable'] column_searchable_list = ('title', 'description') form_columns = ['title', 'slug', 'description', 'parent', 'is_homepage', 'include_in_rss', 'indexable', 'show_in_menu', 'order', 'published', 'canonical_url', 'values'] new version: class ChannelAdmin(ModelAdmin): roles_accepted = ('admin', 'editor') column_list = ('title', 'long_slug', 'is_homepage', 'published') column_filters = ['published', 'is_homepage', 'include_in_rss', 'show_in_menu', 'indexable'] column_searchable_list = ('title', 'description') form_columns = ['title', 'slug', 'description', 'parent', 'is_homepage', 'include_in_rss', 'indexable', 'show_in_menu', 'order', 'published', 'canonical_url']",Did you try adding ReadPermission to columns?,,Which Python version are you running?,,which theme are you using?,,can you try with a newclean database? so I can figure out if it is a problem of corrupted data.,,What version of Haystack are you using?,,Can you please paste in the error you're seeing as a Gist?,,What have you tried already? Did you come across any specific problems?,,Can you tell me what is your Python version?,,Could you have a look at the javascript console and see what errors it shows ?,,Can you please check if you have some error in the browser's console?,
Grokzen_pykwalify_issues_84,https://github.com/Grokzen/pykwalify/issues/84,"During `__init__`, pykwalify reloads sys module, which resets the stdout to the console. This causes all output to be printed to the console instead of the jupyter notebook. It is caused by the change in [this commit](https://github.com/Grokzen/pykwalify/commit/0cc7e21982db1a981e4dc5f79c24ab69b387a134). Moreover, in this [discussion](https://github.com/ipython/ipython/issues/8354), using reload(sys) and sys.setdefaultencoding is not recommended.",What versions of tornado and pyzmq do you have? Ensure they're both up to date.,,Does the behavior differ in 2.3 from 2.2?,,How did you start IPython?,,"Would by any change your C drive have such things, or actually have the hidden flag set ?",,Does it look good in the Jupyter webapp?,,Can you check that you have that and that it's up to date? I'm pretty sure I did test coloured output on Windows too.,,"Can you share actual code, so I can test myself?",,"Can you do a force refresh, or load the page in an incognito window? I suspect this is cached javascript.",,How did you came to this ? Bug ?,,What is your other suggestions regarding solving this?,
ReactTraining_react-router_issues_119,https://github.com/ReactTraining/react-router/issues/119,"Hi, is there a way to get the current route name(s) from the router? Something like Is that possible? Would that be something to add to the ActiveStore?","Can you give a little example of code you would like to be able to write, and how you would expect it to behave?",,Could you please post an example case?,,Can you explain a use-case or two that you're after?,,Can you give an example? Martini supports regex routing.,,"Why are you handling ""/"" again with http.Handle?",,"What use case do you have for this? Unless you're talking about JSON payloads in HTTP bodies, non-key-value parameters don't really make sense...",,Do you have an example of where you would need that?,,Could you give me a pointer of Scribe's document? Will take a look at it.,,Will it work for you ? What problem are you trying to solve ?,,What is the acceptable value of :id ?,
opensourceBIM_bimvie.ws_issues_70,https://github.com/opensourceBIM/bimvie.ws/issues/70,I have a tree (rendered with Revit) that is imported into bimvie.ws and displayed as follows ![image](https://cloud.githubusercontent.com/assets/13158939/19884124/28a6b00e-a053-11e6-96d8-046105b38954.png) Is there any way to solve the distortion problem? Thanks!,What version are you using?,,What is device and protocol?,,What is the CRC of the BIOS roms you're using?,,can you provide any more information? can you show the outline of the SVG element?,,"Can we close this, @joellebel?",,Can you describe the behavior you want to achieve?,,Can you share the IFC file?,,Could you set up an HTML page that makes it easy to get the problem to occur (and include instructions on what to do to make it happen)?,,can you provide reference to your pdf file?,,Did you build Mapnik from source or apt-get on both machines ? What cairo (used to render PDFs) versions do you have on CentOS and Ubuntu ?,
apache_dubbo_issues_3552,https://github.com/apache/dubbo/issues/3552,dubbo.application.logger = slf4j org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type 'org.apache.dubbo.common.logger.Level' available ### Environment * Dubbo version: 2.7.0 * Operating System version: xxx * Java version: jdk8,Where did you find it?,,Did you use dubbo-spring-boot-project ?,,What exactly didn't work for you? Do you get an exception?,,What command are you trying to use? It looks like you have typed a wrong command.,,Can you provide the complete code implementation which the above snippet belongs to?,,can you provide a case for usage?,,do you have stack trace?,,Do you have the sample available somewhere to see?,,Why do you think so? What's the advantage of doing this?,,Do you have other additional configuration? Please send more detailed info to the apache @dev mailing list dev@dubbo.apache.org for further discussions.,
zeromq_libzmq_issues_2443,https://github.com/zeromq/libzmq/issues/2443,"I must start local_thr.exe first ,then start remote_thr.exe",Do you want to supply a PR?,,Did you get from git? Which file cause the issue?,,what do you mean by crash? some logs (on gist/pastebin please) would be a good starting point,,Could you provide more detail and/or take a look at issue I linked above? Thanks!,,Did you try? I think it depends on the OS,,Would you be able to send a PR?,,Do we have any platform that doesn't even support C++03? Admittedly I don't really know what the differences are exactly.,,Why do you want to run gotri.exe though? It's just a program that's used in the build pipeline.,,"What the hell is ""version v0.5"" and ""version v0.3""? Also, what did you build it with?",,Does it happen on 4.2.0?,
python-beaver_python-beaver_issues_204,https://github.com/python-beaver/python-beaver/issues/204,I'm seeing this on multiple beaver instances:,Can you chunk your requests or is this the size of a single static asset?,,Can you point me to what you are looking at? Thanks!,,What token is this?,,Do any editors appear on the page? Are they fully functional? Does your browser report any js errors? etc...,,Does it work if you break it up into two separate requests?,,Can you create a PR?,,What is your beaver config?,,Can you turn on the wire log so that we can take a look at the HTTP request sent to the service? https://hc.apache.org/httpclient-3.x/logging.html,,Why do you ask?,,Could you confirm it is working like this?,
sabnzbd_sabnzbd_issues_1094,https://github.com/sabnzbd/sabnzbd/issues/1094,"This call: {{url}}/sabnzbd/api?output=json&apikey={{apikey}}&mode=retry_all Is returning a 500 error: According to the [docs](https://sabnzbd.org/wiki/advanced/api#retry_all), this should work? I tried without JSON output, and it returns a function object: <function retry_all_jobs at 0x298c4f0> Which seems to suggest that it's returning the function object and not actually executing it? *whispers...*<sub>(also... https://forums.sabnzbd.org/viewtopic.php?t=21572)</sub>",Did you try r.toObject() ?,,What does Webstorm say/do for the parentheses-less version? Sounds like a bug to file with the grammar they use.,,Can you give me an example of how this was exploited? How would user input be able to change the class of a job?,,Can you tell us what version of urllib3 you're using and where you installed it from?,,What do you want to do?,,Which indexer? Have you tried another? Empty NZB means Sonarr got an empty NZB from the indexer.,,can you share what you have in your config > scheduling ? and/or do you use the sab api to fire off a request at that time?,,What about Sab 2.3.1?,,Can you send a PR?,,Can you provide us with a small test case which demonstrates this ?,
QuickBlox_quickblox-android-sdk_issues_506,https://github.com/QuickBlox/quickblox-android-sdk/issues/506,how to get user presence (online/offline) without QBRoster in private chat dialog,Did you see http://fsprojects.github.io/Paket/paket-add.html?,,"Could you clarify what the issue is here, if it is still an issue?",,Why did you think this was a problem? Did it cause any functional problems for you?,,Could you check it and close the issue if it is not relevant anymore?,,Why don't you want to use it? With QBRosterListener you can listen changing of the presence of a user (user becomes online/offline).,,Do you have any issue-related questions or concerns you would like to share?,,"What would this tool tip say? I feel it's fairly apparent in functionality, plus there is a success alert when clicked...",,What version do you use?,,"Should it? Is there supposed to be a ""offline"" in one of these?",,How did you select this sample? I can see that ids are not sequential.,
Graylog2_graylog2-server_issues_1150,https://github.com/Graylog2/graylog2-server/issues/1150,"I created a stream for counting connections. On this stream I defined an alarm with these conditions: ![alarm-condition](https://cloud.githubusercontent.com/assets/12424206/7605168/f4ee14c2-f94c-11e4-92cc-d3172fa268e6.png) At 04:15 in the night we get an mail alert on this stream. A short look in the UI show me this ![ui](https://cloud.githubusercontent.com/assets/12424206/7605195/317d6d3e-f94d-11e4-993c-81dd331ae3e9.png) The defined condition says, that an alarm has to fire when 60 minutes no more logs appeard in this stream. But in this example, there are 1 Minute with 0 connections. It is a misunderstand on my site, or is it a bug?",Can you elaborate a bit why this check would be necessary? The resource in question is a stub for tests.,,Could you please elaborate on a use case for this?,,can you say specifically what is wrong ? ex what field is incorrect display and how should it look? is the top image zipkin 2.6?,,Would that help already?,,"Would you be willing to check if the issue still appears on Graylog 1.1.0, once a beta version has been released?",,Why do you want to hide the system menu completely?,,Can you upload [1] the core dump to our S3 bucket for analysis? [1] https://github.com/scylladb/scylla/wiki/How-to-report-a-Scylla-problem#send-the-core-dump,,Which version of Graylog are you using? Could you provide a [pcap](https://en.wikipedia.org/wiki/Pcap) of the NetFlow packets (recorded with Wireshark or tcpdump) so that we can reproduce the issue?,,"Could you append your Graylog server log as well as the corresponding elasticsearch log at the time when an index is wrongly cycled, please?",,"Did you find any other warning or error messages in the Graylog server logs before those ""Couldn't load index range for index graylog2_*"" messages?",
claudehohl_Stikked_issues_124,https://github.com/claudehohl/Stikked/issues/124,hi i want install stikked with sqlite database i've configured php.ini with enable sqlite3.so extensions and edit the file https://github.com/claudehohl/Stikked/blob/master/htdocs/application/config/database.php#L57 and change to 'sqlite' none of other file is change but the load stikked give blank page (error 500 in lighttpd log and firefox(firebug)/chromium(object inspector) need other step? greetings,What do you want to change? 2. Have you done a restart of PHP or Apache?,,Does this cause an issue somehow?,,Maybe you can add support for it? You can enable developer mode in the index.php to get error messages instead of a blank page.,,What is date? A string ? A date object?,,How would we know? Why not just try it out?,,Did you try to add the libsqlite3.dylib into the frameworks ?,,Did you do anything special when installing node-sqlite3? What happens if you remove it from node_modules and reinstall?,,Did you see https://github.com/mapbox/node-sqlite3/issues/149#issuecomment-50085209?,,Why? go-sqlite3 contains amalgamation code. So don't need to do it.,,maybe that's RDBMS concern?,
macvim-dev_macvim_issues_695,https://github.com/macvim-dev/macvim/issues/695,"Hi, I have attempted to remap some insert mode keys with All remaps work, except for `<C-h>`, why is this the case? `<C-h>` appears to send `<Backspace>`.",Does backspace works in normal (not vi) mode? Does delete/shift-delete work?,,Which keyboard layout are you using?,,"What do you guys think, @MrJJJ, @philc and @ilya ?",,What happens if you enter it via its adjacency list? Then I think we bypass OpenBabel.,,Does the cursor actually move or does it just beep and do nothing? Do any other commands work?,,Did pressing the 'home' button not help? Also can you give it a shot with USB plugged in?,,What is your environment?,,Did you find a solution to this? Thx,,What do you mean? Could you please show me example code?,,Could it be related to your installation/configuration?,
openresty_lua-nginx-module_issues_798,https://github.com/openresty/lua-nginx-module/issues/798,function: ngx_http_lua_ssl_cert_by_lua line:136 summary:,do you have multiple installs? or even Lua installations? the error reminds me of older lua-cassandra drivers. so maybe your system is mixing Lua installations? check your paths.,,Why do you think it should inherit the method?,,Could you please try it out again? Thanks!,,Maybe you should ask for this feature on the nginx mailing list instead?,,"What versions of the related software are you using? Including NGINX, ngx_lua (or just OpenResty), OpenSSL, and your operating system? We've never seen this ourselves.",,Will you consider contributing a patch? ;) Thanks!,,Did you meet any problem?,,"Can't reproduce, what versions of Lua and LuaRocks do you use?",,Do you have specific concerns about a file or function?,,"Could you provide tcpdump -X of the HTTP request? Or just store tcpdump packets in file with tcpdump -w, I'll analyze that.",
osTicket_osTicket_issues_4074,https://github.com/osTicket/osTicket/issues/4074,There's a screen shot. I can provide more info as this happens every time. http://take.ms/adA58 --- Config & versions http://take.ms/xmqOJ,Do you think it's really necessary to change that?,,Do you still see response times ~300 ms if you only simulate <100 users?,,Does it also happen when not using Language packs?,,what's the etcd version?,,What version are you using? ![screenshot](https://cloudup.com/czEgTjUmfxY+),,"Could you use the wiki in this goal, please? I've added your information to the wiki: https://github.com/stephane/libmodbus/wiki",,When is it happening?,,How would you like it to work - code-wise - if such a feature would exist?,,How are you loading it ? Is the error thrown on IE9 only ? Have you tried on other IEs ? How about IE11 in IE9 mode ?,,"What do you mean with that? If you want to know methods or use case, please see [wiki pages](https://github.com/matsumoto-r/ngx_mruby/wiki/Use-Case).",
Facepunch_garrysmod-issues_issues_2382,https://github.com/Facepunch/garrysmod-issues/issues/2382,title,Can you provide some more hint on how you use it and what's happening? Which version specifically broke it?,,Could that be the bug? Or did you also not hear the release parameter changing?,,What are you hoping it would do?,,can you try console.log('here')? it is possible that window.location.href is an empty string?,,do you see it change if you scroll down the page (and then click)?,,"What do you have set as image editors? (In preferences, ""Items"" tab, under ""Images"", ""command"" line edits.) Or do you override the Ctrl+E shortcut?",,Do you think its time to get rid of it?,,What hook are you using?,,What exactly did you do to integrate SOOMLA? Did you go over the Getting Started? Did you add the Prefabs correctly and initialized SoomlaStore ?,,"Can you post more of your code? You most likely have something misconfigured, and it's impossible to tell what's going on otherwise.",
MilkBowl_Vault_issues_434,https://github.com/MilkBowl/Vault/issues/434,Use many plugins. Have Essentials (economy not used) and CraftConomy3 In this build vault hook Essentials Economy. Downgrade to 1.2.25 vault find CraftConomy and use it (normally as later)!,What were you wanting to use it for?,,Can I see your advanced config?,,can you output ansible --version?,,what happens if you set noTeleport to true? just to find out if it's authme's fault ;),,"Does this happen with any Vault type, or only with Towny? Can you please check if the issue is present if you downgrade to Gringotts v1.4.2? Thanks!",,can you show the full Vault messages when you install Fe?,,What version of Vault are you using? And what does it say at startup?,,Can you please describe your use a bit more?,,"Do you have anything doing interesting things with world loading/unloading, chunk caching, or custom world generation?",,did you patch something out?,
GianlucaGuarini_Tocca.js_issues_28,https://github.com/GianlucaGuarini/Tocca.js/issues/28,Checking of touch devices is wrong I think. There is problem with some browsers including chrome. So I changed the 'isTouch' assignment to /Android|webOS|iPhone|iPad|iPod|BlackBerry|IEMobile|Opera Mini/i.test(navigator.userAgent). Now it is fine I think. Can you please check it? I think my solution is not robust.,Could you give that a try?,,What's your use-case ? What are you trying to do when you detect desktop/mobile ?,,Can you make a demo on https://jsfiddle.net/?,,Did you include jQuery on the page before touch punch?,,could you post your overlay markup?,,How do we decide when to encrypt the payload?,,Can you share a url? I'm not having issues with either theme.,,Maybe we shold do something simple like this:? https://f.cloud.github.com/assets/2068130/1102742/e3a516fa-1854-11e3-8940-0141dcb97eb7.png ![](http://preview.dreamnet.at?image=https://f.cloud.github.com/assets/2068130/1102742/e3a516fa-1854-11e3-8940-0141dcb97eb7.png),,Did you checked the prevent default option? See the wiki for more info..,,Can't we combine both? I think userAgent sniffing is a [bad practice](https://developer.mozilla.org/en-US/docs/Browser_detection_using_the_user_agent). Which kind of problems did you find?,
mailpile_Mailpile_issues_911,https://github.com/mailpile/Mailpile/issues/911,"Hi, trying to use mailpile with smtp.strato.de, but get an error in the connection. Possible because Strato.de using SSL/TLS for smtp. Is it supported by the Beta-Version? Anyway, great user experience and nice design.",Do the ones that are not going out happen to have attachments?,,"Did you check the port used? I am having troubles with receiving the mail (through IMAP), but smtp works well. Can it be also something similar for you?",,Do you remember it? type 'gpg -K' in a terminal window to see which keys you have on your computer.,,Wouldn't this break the idea of indexing?,,Maybe you could ask the host about that?,,Did you try this approach (adapting to IMAP protocol)? tls-simpleclient does not have support for STARTTLS. You can only connect to IMAPS port 993.,,Which version of PHPMailer are you using?,,How do you come to this conclusion?,,Could you specify the version of simplesmtp used?,,Which part of the error message do you not understand? It's pretty clear - upgrade your PHP version.,
photonstorm_phaser_issues_10,https://github.com/photonstorm/phaser/issues/10,Would be helpful for those of us not using TypeScript.,What kind of callback do you get? It could be because ship.body.setCircle(); is not defined.,,"Do you mean being able to build your game using requireJS/etc, or moving the framework to use modules?",,What audio files format do you use? Does it work in iOS 8?,,What were you expecting?,,How would we know when to re-fetch these assets (on later loads of the page)? Would we have to start putting some kind of version numbers on our assets?,,Can anyone else replicate this?,,Where did you get those links from? They should be: http://phaser.io/learn/official-tutorials http://phaser.io/learn/community-tutorials As those are the links we use on the site.,,Which version of Opera (on what OS) ? I don't even have it installed so will need to grab it now.,,Can you provide an example demonstrating this behavior?,,Did/does it run successfully in the last version of 2.1?,
HearthSim_Hearthstone-Deck-Tracker_issues_1840,https://github.com/HearthSim/Hearthstone-Deck-Tracker/issues/1840,Pre-release v0.13.4,Can you be more specific what the problem is?,,"Do you know what the window state was when the issue occoured? (Tray, Minmized, ...) Can you reproduce it?",,Does hearthstone have black bars at any of the sides?,,Could you upload a screenshot? Also try extracting v0.4.9 to a new folder and replacing the exe again.,,"What version, synced? from where to where? Is the total (ALL) correct?",,Do you have a crash log? I can't reproduce this.,,What card did it end up being?,,Can you reproduce this and post the log? [See here](https://github.com/Epix37/Hearthstone-Deck-Tracker/wiki/Reporting-Issues),,Can you provide a bit more context?,,Do you have any filters set (MAIN - QUICK FILTER - ALL) or the mode filter at the top of the deck picker set to constructed?,
